id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
gsm8k-138,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-4.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,1.791759469228055,0.0,,,,,,,,,,,,
gsm8k-141,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,3.0,0.0,-0.0818412719826384,1.0,0.4385298198319558,0.0,,,,,,,,,,,,
gsm8k-160,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,3.0,0.0,-0.3658978160488474,0.0,1.0986122886681096,0.0,,,,,,,,,,,,
gsm8k-215,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-7.0,0.0,7.0,0.0,1.0,0.0,-0.42180827794741393,0.0,1.3011164237525195,0.0,,,,,,,,,,,,
gsm8k-223,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-4.0,0.0,4.0,0.0,1.0,0.0,-0.5147113296039328,0.0,1.4863778196768727,0.0,,,,,,,,,,,,
gsm8k-235,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.516977488853102,0.0,1.6466540695375047,0.0,,,,,,,,,,,,
gsm8k-243,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-7.0,0.0,7.0,0.0,4.0,1.0,-0.5604223546145753,0.0,2.3476728156927082,1.0,,,,,,,,,,,,
gsm8k-247,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.7763728457958543,0.0,1.5859491175589202,0.0,,,,,,,,,,,,
gsm8k-278,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-4.0,0.0,4.0,0.0,2.0,0.0,-0.08889392325787258,0.0,0.9164670461661528,0.0,,,,,,,,,,,,
gsm8k-287,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.017455278539865955,1.0,0.0869167830341131,0.0,,,,,,,,,,,,
gsm8k-303,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.25883042821821206,0.0,1.0986122886681096,0.0,,,,,,,,,,,,
gsm8k-308,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-9.0,0.0,9.0,1.0,3.0,0.0,-0.21699970268136984,0.0,0.5808893502544354,0.0,,,,,,,,,,,,
gsm8k-315,processbench,gsm8k,gsm8k,Qwen2.5-Math-72B-Instruct,,1,final_answer_correct,True,True,,-3.0,1.0,3.0,0.0,1.0,0.0,-0.4883173309667492,0.0,1.4663370687934272,0.0,,,,,,,,,,,,
