id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
olympiadbench-11,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.34816892814401984,0.0,6.3919375120637305,0.0,,,,,,,,,,,,
olympiadbench-15,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-11.0,0.0,11.0,1.0,7.0,1.0,-0.06910871891657279,1.0,2.707187247231065,0.0,,,,,,,,,,,,
olympiadbench-26,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,2.0,0.0,-0.00011583374494499031,1.0,5.379473578526351,0.0,,,,,,,,,,,,
olympiadbench-37,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,5.0,0.0,-0.12268730298080018,0.0,4.381252672157068,0.0,,,,,,,,,,,,
olympiadbench-39,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,3.0,0.0,-0.21682639957281308,0.0,2.178774331891485,0.0,,,,,,,,,,,,
olympiadbench-43,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,2.0,0.0,-0.0003519053714927069,1.0,7.119172034748885,0.0,,,,,,,,,,,,
olympiadbench-49,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,2.0,0.0,-0.753960734051551,0.0,10.711997694441209,1.0,,,,,,,,,,,,
olympiadbench-55,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-9.0,0.0,9.0,0.0,5.0,0.0,-0.008554062207256456,1.0,2.4167683314105752,0.0,,,,,,,,,,,,
olympiadbench-56,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.5752127695125211,0.0,10.001787462237672,1.0,,,,,,,,,,,,
olympiadbench-62,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,5.0,0.0,-0.125031076552921,0.0,9.704441654963595,1.0,,,,,,,,,,,,
olympiadbench-64,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.734130230291878,0.0,10.619816733158089,1.0,,,,,,,,,,,,
olympiadbench-71,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-11.0,0.0,11.0,1.0,5.0,0.0,-0.005384523757721175,1.0,1.989542011130235,0.0,,,,,,,,,,,,
olympiadbench-76,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-14.0,0.0,14.0,1.0,9.0,1.0,-0.0032275159876045713,1.0,3.28165924755992,0.0,,,,,,,,,,,,
olympiadbench-87,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,3.0,0.0,-0.19012159023010405,0.0,11.3365936175751,1.0,,,,,,,,,,,,
olympiadbench-89,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.587738856100921,0.0,9.918726664291949,1.0,,,,,,,,,,,,
olympiadbench-105,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-11.0,0.0,11.0,1.0,5.0,0.0,-0.145472377850616,0.0,5.304041674016499,0.0,,,,,,,,,,,,
olympiadbench-111,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,5.0,0.0,-0.12105284003022448,0.0,4.940179574199838,0.0,,,,,,,,,,,,
olympiadbench-119,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.4149545346996113,0.0,8.047209828778634,0.0,,,,,,,,,,,,
olympiadbench-120,processbench,olympiadbench,olympiadbench,Qwen2.5-7B-Instruct,,0,final_answer_correct,False,False,,-19.0,0.0,19.0,1.0,11.0,1.0,-0.005523186037859759,1.0,1.448290462527551,0.0,,,,,,,,,,,,
