id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
olympiadbench-8,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-4.0,1.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-10,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,4.0,0.0,-0.32904221481501844,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-14,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-18.0,0.0,18.0,1.0,7.0,0.0,-0.003701083565220883,1.0,1.6196513138282507,0.0,,,,,,,,,,,,
olympiadbench-19,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.40017885752184584,0.0,0.011099649623862007,0.0,,,,,,,,,,,,
olympiadbench-45,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-12.0,0.0,12.0,0.0,5.0,0.0,-0.10793122273469129,0.0,1.5752797923944897,0.0,,,,,,,,,,,,
olympiadbench-70,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-11.0,0.0,11.0,0.0,7.0,0.0,-0.0027656139067491754,1.0,3.1721769969625115,0.0,,,,,,,,,,,,
olympiadbench-72,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.09090776938956024,0.0,2.12066907550906,0.0,,,,,,,,,,,,
olympiadbench-80,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-12.0,0.0,12.0,0.0,7.0,0.0,-0.07310455260045734,0.0,5.100175724163896,0.0,,,,,,,,,,,,
olympiadbench-94,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-8.0,0.0,8.0,0.0,3.0,0.0,-0.21881316965605163,0.0,5.380852289424563,0.0,,,,,,,,,,,,
olympiadbench-102,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.0034052926888234764,1.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-123,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.24898598447624815,0.0,10.057815548141107,1.0,,,,,,,,,,,,
olympiadbench-127,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,3.0,0.0,-0.2561914282845753,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-141,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.1071592629634731,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-157,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,2.0,0.0,-0.11541843362742754,0.0,10.26108382969984,1.0,,,,,,,,,,,,
olympiadbench-168,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,2.0,0.0,-0.998831256945014,0.0,8.568000035840107,1.0,,,,,,,,,,,,
olympiadbench-181,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,0.0,0.0,-1.0,0.0,17.20299829173846,1.0,,,,,,,,,,,,
olympiadbench-193,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-19.0,0.0,19.0,1.0,11.0,1.0,-0.0007249784674107039,1.0,4.067359114093646,0.0,,,,,,,,,,,,
olympiadbench-523,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-5.0,0.0,5.0,0.0,3.0,0.0,-0.2696659145295076,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-529,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-3.0,1.0,3.0,0.0,1.0,0.0,-0.3427939276027671,0.0,2.4346325106543887,0.0,,,,,,,,,,,,
olympiadbench-531,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-8.0,0.0,8.0,0.0,3.0,0.0,-0.1353404969974045,0.0,4.496479208969468,0.0,,,,,,,,,,,,
olympiadbench-532,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.3689925795613323,0.0,11.62388160031296,1.0,,,,,,,,,,,,
olympiadbench-535,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-11.0,0.0,11.0,0.0,7.0,0.0,-0.006179459699513292,1.0,2.0199752174313828,0.0,,,,,,,,,,,,
olympiadbench-538,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-7.0,0.0,7.0,0.0,3.0,0.0,-0.11869551972680906,0.0,1.2854601136074768,0.0,,,,,,,,,,,,
olympiadbench-550,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-8.0,0.0,8.0,0.0,3.0,0.0,-0.23421853996144223,0.0,6.325668637842291,0.0,,,,,,,,,,,,
olympiadbench-554,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-8.0,0.0,8.0,0.0,4.0,0.0,-0.2779247261887209,0.0,6.724935186499753,0.0,,,,,,,,,,,,
olympiadbench-571,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.3977667451671391,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-577,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,2.0,0.0,-0.1687836807664959,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-579,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.1477734949196614,0.0,4.063189877445559,0.0,,,,,,,,,,,,
olympiadbench-586,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-15.0,0.0,15.0,1.0,9.0,1.0,-0.0023093134420170518,1.0,1.4305277442506235,0.0,,,,,,,,,,,,
olympiadbench-590,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-8.0,0.0,8.0,0.0,3.0,0.0,-0.08142869967930125,0.0,2.6146751886069985,0.0,,,,,,,,,,,,
olympiadbench-618,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-8.0,0.0,8.0,0.0,5.0,0.0,-0.11592297206099632,0.0,3.2554456750838767,0.0,,,,,,,,,,,,
olympiadbench-628,processbench,olympiadbench,olympiadbench,Qwen2-7B-Instruct,,1,final_answer_correct,True,True,,-10.0,0.0,10.0,0.0,3.0,0.0,-0.1249785546052046,0.0,4.381408824603952,0.0,,,,,,,,,,,,
