id,subject,failure_type,true_step_index,step_index,target,n_steps,step_pos,remaining_steps,slod_value,slod_centered,slod_from_start,slod_to_end,delta_prev,delta_next,abs_delta_prev,abs_delta_next,curvature,fall_from_peak,rebound_from_trough,is_peak_so_far,is_trough_so_far,reasoning_range,reasoning_monotonicity,reasoning_total_variation,reasoning_direction_changes,reasoning_curvature_abs_mean,reasoning_n_chunks,reasoning_peak_pos,reasoning_trough_pos,fold,prob_responsible
omnimath-0,omnimath,unknown,2,0,0,6,0.0,5.0,1.6428534487769442,1.6428534487769442,0.0,-2.4760700679875023,0.0,-1.6010974854440783,0.0,1.6010974854440783,-1.6010974854440783,0.0,0.0,1.0,1.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.41878093719970483
omnimath-0,omnimath,unknown,2,1,0,6,0.2,4.0,0.041755963332865964,0.041755963332865964,-1.6010974854440783,-0.874972582543424,-1.6010974854440783,0.5597103818909395,1.6010974854440783,0.5597103818909395,2.1608078673350177,1.6010974854440783,0.0,0.0,1.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.7626383086923378
omnimath-0,omnimath,unknown,2,2,1,6,0.4,3.0,0.6014663452238055,0.6014663452238055,-1.0413871035531388,-1.4346829644343635,0.5597103818909395,-1.0452181976726402,0.5597103818909395,1.0452181976726402,-1.6049285795635797,1.0413871035531388,0.5597103818909395,0.0,0.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.6923626238181149
omnimath-0,omnimath,unknown,2,3,0,6,0.6,2.0,-0.4437518524488348,-0.4437518524488348,-2.086605301225779,-0.3894647667617233,-1.0452181976726402,-0.5653554332253878,1.0452181976726402,0.5653554332253878,0.4798627644472524,2.086605301225779,0.0,0.0,1.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.6028254043945734
omnimath-0,omnimath,unknown,2,4,0,6,0.8,1.0,-1.0091072856742227,-1.0091072856742227,-2.651960734451167,0.17589066646366458,-0.5653554332253878,0.17589066646366458,0.5653554332253878,0.17589066646366458,0.7412460996890524,2.651960734451167,0.0,0.0,1.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.4681852475068524
omnimath-0,omnimath,unknown,2,5,0,6,1.0,0.0,-0.8332166192105581,-0.8332166192105581,-2.4760700679875023,0.0,0.17589066646366458,0.0,0.17589066646366458,0.0,-0.17589066646366458,2.4760700679875023,0.17589066646366458,0.0,0.0,2.6222051853340407,0.6779864871301203,3.6520935372452206,3,0.07290709519056884,6,0.0,0.7894736842105263,4,0.4110625902641894
omnimath-1,omnimath,unknown,7,0,0,12,0.0,11.0,0.7323657121943701,0.7323657121943701,0.0,-0.7572928330589722,0.0,-0.39301484251991103,0.0,0.39301484251991103,-0.39301484251991103,0.0,0.0,1.0,1.0,1.35982586432571,0.18818830149985494,4.024122790967195,5,0.2117864053369224,12,0.0,0.8421052631578947,2,0.37925742631609227
omnimath-1,omnimath,unknown,7,1,0,12,0.09090909090909091,10.0,0.33935086967445904,0.3393508696744591,-0.39301484251991103,-0.3642779905390612,-0.39301484251991103,-0.3459505744710689,0.39301484251991103,0.3459505744710689,0.04706426804884212,0.39301484251991103,0.0,0.0,1.0,1.35982586432571,0.18818830149985494,4.024122790967195,5,0.2117864053369224,12,0.0,0.8421052631578947,2,0.5667875692439998
omnimath-1,omnimath,unknown,7,2,0,12,0.18181818181818182,9.0,-0.006599704796609873,-0.006599704796609843,-0.73896541699098,-0.01832741606799229,-0.3459505744710689,0.09146622955491196,0.3459505744710689,0.09146622955491196,0.4374168040259809,0.73896541699098,0.0,0.0,1.0,1.35982586432571,0.18818830149985494,4.024122790967195,5,0.2117864053369224,12,0.0,0.8421052631578947,2,0.5420474220991329
omnimath-1,omnimath,unknown,7,3,0,12,0.2727272727272727,8.0,0.08486652475830209,0.08486652475830211,-0.647499187436068,-0.10979364562290425,0.09146622955491196,0.5146695740154035,0.09146622955491196,0.5146695740154035,0.4232033444604915,0.647499187436068,0.09146622955491196,0.0,0.0,1.35982586432571,0.18818830149985494,4.024122790967195,5,0.2117864053369224,12,0.0,0.8421052631578947,2,0.5506889505348298
omnimath-1,omnimath,unknown,7,4,0,12,0.36363636363636365,7.0,0.5995360987737055,0.5995360987737055,-0.13282961342066457,-0.6244632196383076,0.5146695740154035,-0.8673336344090702,0.5146695740154035,0.8673336344090702,-1.3820032084244738,0.13282961342066457,0.6061358035703154,0.0,0.0,1.35982586432571,0.18818830149985494,4.024122790967195,5,0.2117864053369224,12,0.0,0.8421052631578947,2,0.5451662699546203
