id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,has_answer_chunks,error_step_index,error_step_position,exit_status,reasoning_n_chunks,reasoning_start,reasoning_end,reasoning_end_minus_start,reasoning_std,reasoning_range,reasoning_min,reasoning_max,reasoning_early_mean,reasoning_mid_mean,reasoning_late_mean,reasoning_late_minus_early,reasoning_total_variation,reasoning_monotonicity,reasoning_direction_changes,reasoning_zero_crossings,reasoning_peak_pos,reasoning_trough_pos,reasoning_rebound_from_trough,reasoning_fall_from_peak,reasoning_max_rise,reasoning_max_drop,reasoning_max_rise_pos,reasoning_max_drop_pos,reasoning_curvature_abs_mean,reasoning_positive_mass,reasoning_negative_mass,reasoning_time_positive,reasoning_time_negative,answer_n_chunks,answer_start,answer_end,answer_end_minus_start,answer_std,answer_range,answer_min,answer_max,answer_early_mean,answer_mid_mean,answer_late_mean,answer_late_minus_early,answer_total_variation,answer_monotonicity,answer_direction_changes,answer_zero_crossings,answer_peak_pos,answer_trough_pos,answer_rebound_from_trough,answer_fall_from_peak,answer_max_rise,answer_max_drop,answer_max_rise_pos,answer_max_drop_pos,answer_curvature_abs_mean,answer_positive_mass,answer_negative_mass,answer_time_positive,answer_time_negative,answer_minus_reasoning_mean,answer_start_minus_reasoning_end,answer_end_minus_reasoning_end,answer_range_minus_reasoning_range,total_n_chunks,reasoning_pair_density,answer_pair_density
recqFDvYKKRmbnoUb,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Physics,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,-0.018197682396621378,-0.032227715889149224,-0.014030033492527846,2.5637913341303236,10.003539154409186,-5.734088602253795,4.269450552155391,0.026456999911160954,0.18451870075607144,-0.28584663380872455,-0.3123036337198855,57.64784586811756,0.00024337480926216586,12,10,0.6842105263157895,0.3684210526315789,5.701860886364646,4.30167826804454,6.862310679854603,6.619954780622637,0.6666666666666666,0.6111111111111112,5.155130941457315,0.9974783786730782,1.0093908735821642,0.35,0.65,,,,,36,,0.0873015873015873
recyPffUDqC2k7ZZO,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Physics,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2.502294661411973,2.489818753953415,-0.01247590745855831,2.8185100153897573,10.368266045482041,-4.636247112372869,5.732018933109173,1.4468885272059535,-0.06544492120203442,1.5698383852441076,0.12294985803815406,62.53520167213356,0.00019950215438607478,13,8,0.15789473684210525,0.3157894736842105,7.126065866326284,3.242200179155758,7.6636429590900015,8.055017244738648,0.9444444444444444,0.8888888888888888,6.125683131434665,1.8128111801199787,0.8583544024453748,0.7,0.3,,,,,38,,0.08108108108108109
reck1zKeCssmN82Ga,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Chemistry,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0.0863952479484073,0.10948641550672028,0.023091167558312975,2.143136125659513,7.87454427947304,-2.7900064252118595,5.08453785426118,0.6705527924883317,0.6069518224498791,0.5360241813451402,-0.13452861114319148,53.30770820421243,0.00043316751622213403,13,14,0.2631578947368421,0.05263157894736842,2.8994928407185796,4.97505143875446,5.58017736760484,5.335221811214606,0.05555555555555555,0.1111111111111111,4.977188143977626,1.1923543053856853,0.5844204357537695,0.55,0.45,,,,,44,,0.06659619450317125
recJpyGtGIsxulevT,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Physics,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2.5208235027088666,0.045269482816587735,-2.4755540198922787,4.480290889837518,15.963818375681162,-10.781208359704603,5.182610015976559,1.1379522216991902,-2.5453345923485196,1.6419460990908845,0.5039938773916943,108.03268598543237,0.022914861343224346,12,10,0.2631578947368421,0.6842105263157895,10.826477842521191,5.137340533159971,13.561253416157012,15.31402876699975,0.4444444444444444,0.6666666666666666,9.02328739243104,1.807744674292265,1.8077446742922654,0.6,0.4,,,,,20,,0.20526315789473684
rec4UqStf9WUVif1f,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Physics,,Qwen/Qwen3-30B-A3B-Instruct-2507,0,is_correct,False,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0.1645951822781592,0.04314357140486194,-0.12145161087329726,2.1215657600117988,8.36225557691644,-4.282435465837879,4.079820111078561,0.24970189787938588,-0.119042813195411,-1.680025271848988,-1.929727169728374,47.864818883516975,0.0025373878708046483,13,12,0.10526315789473684,0.42105263157894735,4.325579037242741,4.036676539673699,6.035093617865278,4.328560914117977,0.4444444444444444,0.8333333333333334,4.585311810040985,0.6542412740358734,1.1125181759511786,0.5,0.5,,,,,51,,0.054901960784313725
recoiTJPGUmzAkief,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Physics,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-2.6495991276542386,0.002225303357113688,2.6518244310113523,1.8836877625623052,7.988247628964894,-3.301254403695756,4.686993225269138,0.18029704809037275,0.25268712249331976,0.4839669280459203,0.3036698799555475,38.5504364876161,0.06878844113381755,15,9,0.631578947368421,0.8947368421052632,3.30347970705287,4.684767921912024,5.634224794150924,5.522947637547334,0.6111111111111112,0.8888888888888888,3.944435190429745,0.8712303737341275,0.574495835616059,0.65,0.35,,,,,50,,0.0563265306122449
recDDxpS9s8cwkqfq,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Chemistry,,Qwen/Qwen3-30B-A3B-Instruct-2507,0,is_correct,False,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.6625382061130725,-0.09712497379531429,-2.7596631799083866,2.1936022767769146,7.307410436273069,-4.621803004474409,2.68560743179866,1.0749631893840284,-0.710759454434117,-1.262794340910003,-2.3377575302940317,44.09615556436632,0.06258285205566637,11,7,0.3157894736842105,0.6842105263157895,4.524678030679095,2.782732405593974,5.3954204431578825,5.222919346141816,0.5555555555555556,0.6666666666666666,4.249022448038776,0.7740672314901087,1.0254342265306406,0.55,0.45,,,,,103,,0.02322482391014658
rec4L69T0Y1AS4AFS,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Biology,,Qwen/Qwen3-30B-A3B-Instruct-2507,1,is_correct,True,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,-0.0018735257051113383,-2.6714616391087986,-2.6695881134036874,1.6626914849357775,5.68687698959716,-2.7055053884337203,2.981371601163439,-0.09275918213363145,1.0900122033522126,-0.1445144387790821,-0.05175525664545065,43.39718314175169,0.06151523947265882,14,10,0.6842105263157895,0.5263157894736842,0.03404374932492171,5.652833240272237,4.783452574023892,4.05308920771483,0.5555555555555556,0.2777777777777778,4.346560686381496,0.8272101323396962,0.5215259065469176,0.5,0.5,,,,,205,,0.010712577714012433
recD8oX1KevFbl7bL,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Biology,,Qwen/Qwen3-30B-A3B-Instruct-2507,0,is_correct,False,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,-0.006206218070686725,-2.539040981388893,-2.5328347633182062,1.9777751024338261,7.302856392004164,-2.539040981388893,4.763815410615271,-0.046885819409029236,0.7887655447513142,-0.2043035359812011,-0.15741771657217185,47.6603281408175,0.0531434604443905,13,10,0.7368421052631579,1.0,0.0,7.302856392004164,6.079812296698373,5.5185359521116375,0.7222222222222222,0.5,4.523923151245119,0.9113594607348541,0.7129926176594147,0.45,0.55,,,,,233,,0.009323664348083469
recb4cGsC6BJUCU3V,gpqa-diamond,Qwen/Qwen3-30B-A3B-Instruct-2507_reasoning-none,Chemistry,,Qwen/Qwen3-30B-A3B-Instruct-2507,0,is_correct,False,,True,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,0.012176835556988093,0.015012423666742021,0.002835588109753928,1.803937140677493,6.518851736115759,-3.371534603703645,3.1473171324121143,-0.7449285303541476,-0.14888100857655615,-0.027814399955096953,0.7171141303990507,35.9816326987745,7.880654370224022e-05,11,8,0.631578947368421,0.3684210526315789,3.386547027370387,3.132304708745372,5.921490888903077,4.933243813471124,0.5555555555555556,0.4444444444444444,3.5462827174463527,0.5474143533266269,0.8685920119389022,0.5,0.5,,,,,215,,0.010171701803955662
