id,subject,failure_type,true_step_index,step_index,target,n_steps,step_pos,remaining_steps,slod_value,slod_centered,slod_from_start,slod_to_end,delta_prev,delta_next,abs_delta_prev,abs_delta_next,curvature,fall_from_peak,rebound_from_trough,is_peak_so_far,is_trough_so_far,reasoning_range,reasoning_monotonicity,reasoning_total_variation,reasoning_direction_changes,reasoning_curvature_abs_mean,reasoning_n_chunks,reasoning_peak_pos,reasoning_trough_pos,fold,prob_responsible
Octotools/002,Math,Reasoning Hallucination,7,0,0,11,0.0,10.0,2.5666293625529377,2.792649947246632,0.0,-2.2249183985717096,0.0,-7.32950646539792,0.0,7.32950646539792,-7.32950646539792,0.0,0.0,1.0,1.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.030707080002125173
Octotools/002,Math,Reasoning Hallucination,7,1,0,11,0.1,9.0,-4.762877102844982,-4.536856518151287,-7.32950646539792,5.10458806682621,-7.32950646539792,9.244543518195911,7.32950646539792,9.244543518195911,16.57404998359383,7.32950646539792,0.0,0.0,1.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.6057395127779062
Octotools/002,Math,Reasoning Hallucination,7,2,0,11,0.2,8.0,4.481666415350929,4.707687000044624,1.9150370527979916,-4.139955451369701,9.244543518195911,-6.927851189062615,9.244543518195911,6.927851189062615,-16.172394707258526,0.0,9.244543518195911,1.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.1847680340489906
Octotools/002,Math,Reasoning Hallucination,7,3,0,11,0.3,7.0,-2.4461847737116855,-2.220164189017991,-5.012814136264623,2.7878957376929137,-6.927851189062615,0.039703510755650484,6.927851189062615,0.039703510755650484,6.967554699818265,6.927851189062615,2.3166923291332964,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.24774189041860645
Octotools/002,Math,Reasoning Hallucination,7,4,0,11,0.4,6.0,-2.406481262956035,-2.1804606782623406,-4.973110625508973,2.748192226937263,0.039703510755650484,7.330454389049862,0.039703510755650484,7.330454389049862,7.290750878294212,6.888147678306964,2.356395839888947,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.3294939780893562
Octotools/002,Math,Reasoning Hallucination,7,5,0,11,0.5,5.0,4.923973126093827,5.1499937107875216,2.3573437635408894,-4.582262162112599,7.330454389049862,-7.355742358431023,7.330454389049862,7.355742358431023,-14.686196747480885,0.0,9.686850228938809,1.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.0651259203095855
Octotools/002,Math,Reasoning Hallucination,7,6,0,11,0.6,4.0,-2.4317692323371958,-2.2057486476435013,-4.9983985948901335,2.773480196318424,-7.355742358431023,-0.23332799250380276,7.355742358431023,0.23332799250380276,7.12241436592722,7.355742358431023,2.331107870507786,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.06301787724063156
Octotools/002,Math,Reasoning Hallucination,7,7,1,11,0.7,3.0,-2.6650972248409985,-2.439076640147304,-5.231726587393936,3.0068081888222267,-0.23332799250380276,2.5550663664691164,0.23332799250380276,2.5550663664691164,2.788394358972919,7.589070350934826,2.0977798780039834,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.016729518001231267
Octotools/002,Math,Reasoning Hallucination,7,8,0,11,0.8,2.0,-0.11003085837188209,0.1159897263218122,-2.67666022092482,0.4517418223531102,2.5550663664691164,0.13226501382510136,2.5550663664691164,0.13226501382510136,-2.422801352644015,5.034003984465709,4.6528462444731,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.009339746438647668
Octotools/002,Math,Reasoning Hallucination,7,9,0,11,0.9,1.0,0.022234155453219273,0.24825474014691357,-2.5443952070997184,0.31947680852800886,0.13226501382510136,0.31947680852800886,0.13226501382510136,0.31947680852800886,0.1872117947029075,4.901738970640608,4.785111258298201,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.008176111712434915
Octotools/002,Math,Reasoning Hallucination,7,10,0,11,1.0,0.0,0.34171096398122813,0.5677315486749224,-2.2249183985717096,0.0,0.31947680852800886,0.0,0.31947680852800886,0.0,-0.31947680852800886,4.582262162112599,5.10458806682621,0.0,0.0,8.028741102600065,0.06340247825617888,35.09197841734019,5,2.1699347628272743,11,0.21052631578947367,0.10526315789473684,0,0.004725609910613386
Octotools/005,Science,Reasoning Hallucination,1,0,0,6,0.0,5.0,2.7439737745936235,3.6161778535893307,0.0,-0.1163478695429987,0.0,-2.748494572634762,0.0,2.748494572634762,-2.748494572634762,0.0,0.0,1.0,1.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.026175797538712343
Octotools/005,Science,Reasoning Hallucination,1,1,1,6,0.2,4.0,-0.004520798041138363,0.8676832809545688,-2.748494572634762,2.632146703091763,-2.748494572634762,-2.4556265660306735,2.748494572634762,2.4556265660306735,0.2928680066040883,2.748494572634762,0.0,0.0,1.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.33603751368035556
Octotools/005,Science,Reasoning Hallucination,1,2,0,6,0.4,3.0,-2.460147364071812,-1.5879432850761046,-5.204121138665435,5.087773269122437,-2.4556265660306735,-1.6280463015754343,2.4556265660306735,1.6280463015754343,0.8275802644552392,5.204121138665435,0.0,0.0,1.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.3297094693584992
Octotools/005,Science,Reasoning Hallucination,1,3,0,6,0.6,2.0,-4.088193665647246,-3.215989586651539,-6.83216744024087,6.715819570697871,-1.6280463015754343,0.036231339788951544,1.6280463015754343,0.036231339788951544,1.6642776413643858,6.83216744024087,0.0,0.0,1.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.1873891400496553
Octotools/005,Science,Reasoning Hallucination,1,4,0,6,0.8,1.0,-4.051962325858295,-3.1797582468625873,-6.795936100451918,6.679588230908919,0.036231339788951544,6.679588230908919,0.036231339788951544,6.679588230908919,6.643356891119968,6.795936100451918,0.036231339788951544,0.0,0.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.8692274811862927
Octotools/005,Science,Reasoning Hallucination,1,5,0,6,1.0,0.0,2.6276259050506248,3.499829984046332,-0.1163478695429987,0.0,6.679588230908919,0.0,6.679588230908919,0.0,-6.679588230908919,0.1163478695429987,6.715819570697871,0.0,0.0,6.826446702379457,0.008595093130689409,13.536545535215915,1,0.1378374678880658,6,0.0,0.631578947368421,3,0.2327382826438688
Octotools/006,World Knowledge,Retrieval Hallucination,2,0,0,5,0.0,4.0,4.9857902911949985,5.421548884810754,0.0,-4.4303007635131095,0.0,-9.70901316274918,0.0,9.70901316274918,-9.70901316274918,0.0,0.0,1.0,1.0,9.611449104774664,0.2994944450881572,14.79259744603622,1,0.16971348232812625,5,0.0,0.2631578947368421,1,0.27575338231808205
Octotools/006,World Knowledge,Retrieval Hallucination,2,1,0,5,0.25,3.0,-4.7232228715541815,-4.287464277938426,-9.70901316274918,5.2787123992360705,-9.70901316274918,1.8537171015157945,9.70901316274918,1.8537171015157945,11.562730264264975,9.70901316274918,0.0,0.0,1.0,9.611449104774664,0.2994944450881572,14.79259744603622,1,0.16971348232812625,5,0.0,0.2631578947368421,1,0.5464009407016484
Octotools/006,World Knowledge,Retrieval Hallucination,2,2,1,5,0.5,2.0,-2.869505770038387,-2.4337471764226315,-7.8552960612333855,3.424995297720276,1.8537171015157945,2.7421616246752905,1.8537171015157945,2.7421616246752905,0.888444523159496,7.8552960612333855,1.8537171015157945,0.0,0.0,9.611449104774664,0.2994944450881572,14.79259744603622,1,0.16971348232812625,5,0.0,0.2631578947368421,1,0.48525243170530413
Octotools/006,World Knowledge,Retrieval Hallucination,2,3,0,5,0.75,1.0,-0.12734414536309657,0.30841444825265896,-5.113134436558095,0.6828336730449855,2.7421616246752905,0.6828336730449855,2.7421616246752905,0.6828336730449855,-2.059327951630305,5.113134436558095,4.595878726191085,0.0,0.0,9.611449104774664,0.2994944450881572,14.79259744603622,1,0.16971348232812625,5,0.0,0.2631578947368421,1,0.5019716088677301
Octotools/006,World Knowledge,Retrieval Hallucination,2,4,0,5,1.0,0.0,0.555489527681889,0.9912481212976445,-4.4303007635131095,0.0,0.6828336730449855,0.0,0.6828336730449855,0.0,-0.6828336730449855,4.4303007635131095,5.2787123992360705,0.0,0.0,9.611449104774664,0.2994944450881572,14.79259744603622,1,0.16971348232812625,5,0.0,0.2631578947368421,1,0.5252937523022895
Octotools/008,General Assistant,Reasoning Hallucination,1,0,0,11,0.0,10.0,2.782337916498655,2.5487207491494552,0.0,-0.20604172611012928,0.0,-2.8823242048460145,0.0,2.8823242048460145,-2.8823242048460145,0.0,0.0,1.0,1.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.006715757475917929
Octotools/008,General Assistant,Reasoning Hallucination,1,1,1,11,0.1,9.0,-0.09998628834735968,-0.33360345569655925,-2.8823242048460145,2.676282478735885,-2.8823242048460145,-4.939585934406459,2.8823242048460145,4.939585934406459,-2.0572617295604445,2.8823242048460145,0.0,0.0,1.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.119324017042932
Octotools/008,General Assistant,Reasoning Hallucination,1,2,0,11,0.2,8.0,-5.039572222753819,-5.273189390103018,-7.8219101392524735,7.615868413142344,-4.939585934406459,7.234800149057293,4.939585934406459,7.234800149057293,12.174386083463752,7.8219101392524735,0.0,0.0,1.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.1631666502127127
Octotools/008,General Assistant,Reasoning Hallucination,1,3,0,11,0.3,7.0,2.195227926303474,1.9616107589542744,-0.5871099901951808,0.38106826408505157,7.234800149057293,-4.4341757808855675,7.234800149057293,4.4341757808855675,-11.66897592994286,0.5871099901951808,7.234800149057293,0.0,0.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.532650861656554
Octotools/008,General Assistant,Reasoning Hallucination,1,4,0,11,0.4,6.0,-2.2389478545820936,-2.472565021931293,-5.021285771080748,4.815244044970619,-4.4341757808855675,4.8706421405451295,4.4341757808855675,4.8706421405451295,9.304817921430697,5.021285771080748,2.800624368171725,0.0,0.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.7036762851692502
Octotools/008,General Assistant,Reasoning Hallucination,1,5,0,11,0.5,5.0,2.631694285963036,2.3980771186138363,-0.1506436305356189,-0.055398095574510364,4.8706421405451295,0.11183638143116426,4.8706421405451295,0.11183638143116426,-4.758805759113965,0.1506436305356189,7.671266508716855,0.0,0.0,7.060352228825391,0.0070044534636026215,29.415817690957322,5,1.4183323464072584,11,0.0,0.21052631578947367,1,0.3667069183949551
