feature,mean_importance,std_importance
answer_n_chunks,401.49877130179283,192.4915049294046
reasoning_traj_t01,76.37501865563601,36.322793536763776
reasoning_traj_t16,74.3765063258342,48.04845372047212
reasoning_traj_t05,69.79043005545762,53.72158604929814
answer_end_minus_start,69.52426185376474,109.73756197196855
reasoning_monotonicity,68.292423765901,45.190430190276096
reasoning_early_mean,56.496123922474496,21.057306670840457
reasoning_traj_t15,53.76398989062062,38.07324717093252
reasoning_traj_t18,50.83566673644106,46.26914546548881
reasoning_direction_changes,46.31829194722936,37.1792826221496
answer_rebound_from_trough,46.14014930016467,60.33060694651931
answer_std,44.676774770638154,55.983600641104076
answer_total_variation,43.52973143768177,53.55683626887568
reasoning_traj_t06,42.76115531947047,49.62770807887592
reasoning_std,41.16816885432121,24.538055853029256
reasoning_traj_t04,33.795336132888984,34.02470373357685
answer_max,33.52694820862914,41.6148021233307
reasoning_max_drop,32.68819962217278,36.347417063575065
reasoning_traj_t08,32.223281052059846,24.100411532870226
answer_max_drop_pos,32.045190602932806,57.83297374610761
answer_min,31.3917745701132,22.266127056502246
answer_max_rise_pos,30.126293782703772,22.546575874138842
reasoning_late_minus_early,29.709592057190815,44.192128981300925
reasoning_negative_mass,29.47192852176737,39.34291849948681
reasoning_traj_t02,26.501170371524484,31.712356832790284
answer_start,25.518434477784588,48.36727017652771
reasoning_end_minus_start,25.46494101574527,20.24002312577305
answer_end,23.270636784625275,26.887264865632705
answer_minus_reasoning_mean,23.14027061119704,21.428041867339743
reasoning_max_rise,23.01562952438004,32.44520143545398
reasoning_start,22.1709722645014,19.177558925303952
answer_start_minus_reasoning_end,21.72697153058539,29.854379264036346
answer_traj_t01,19.743814478485692,25.968131145503023
reasoning_zero_crossings,19.40239439834573,24.99209054098022
reasoning_late_mean,18.626801087963862,23.149296315867524
reasoning_traj_t10,18.044930353295932,19.406004511281264
reasoning_traj_t17,16.449395298342324,11.220902192290888
answer_curvature_abs_mean,16.05929282319581,18.261778797167818
reasoning_rebound_from_trough,15.44366654139814,21.860209790843626
answer_positive_mass,15.425624128243092,26.96389836204509
answer_traj_t09,15.409904304935504,22.50777603513711
reasoning_traj_t07,15.230847101494437,14.21696539345682
answer_traj_t17,14.874986197695213,11.466136481973752
answer_traj_t08,14.873413225414776,26.92544722180899
reasoning_total_variation,14.757506747652727,10.721077277181571
answer_max_drop,14.049268873329453,17.530025329221356
answer_mid_mean,13.699378572596165,14.368865098819118
reasoning_traj_t12,13.538983147278923,10.171730683757124
answer_range,13.4904379119232,15.793896056644249
answer_range_minus_reasoning_range,13.012615627174105,16.409674971605096
reasoning_traj_t14,12.531684402533193,7.495507468250847
reasoning_range,12.48333592916698,11.328424588126234
reasoning_fall_from_peak,11.991284406281183,11.817067082345769
reasoning_positive_mass,11.38909561322867,9.351115343918995
reasoning_traj_t09,11.27159255066989,10.469728947331904
reasoning_peak_pos,11.027966803096676,5.4967338389091855
reasoning_traj_t03,9.619137843022283,9.37840191966285
reasoning_min,9.612625257266856,5.023042279440068
reasoning_mid_mean,9.377695585656191,15.272845837687088
reasoning_curvature_abs_mean,9.347737994169908,10.964085884847302
reasoning_traj_t13,9.088945275333334,5.413863946272113
reasoning_end,8.540208510587457,7.187630701115999
answer_negative_mass,8.501950874826932,7.841157868927629
answer_end_minus_reasoning_end,8.414689373967207,11.323931351751801
reasoning_traj_t11,7.455770316641166,6.784688497678051
answer_traj_t06,7.433977868589624,5.806697193165106
reasoning_max,6.794903697178296,4.515163472314814
answer_monotonicity,6.626795681105092,14.641626447501972
answer_traj_t18,6.472954577242341,12.715446040210184
answer_traj_t14,6.073855248561129,7.202552381942608
reasoning_time_negative,6.073547257501536,13.57885843640039
reasoning_max_rise_pos,4.984541372869358,4.49827144824675
reasoning_trough_pos,4.165633594256063,3.2077024089116914
reasoning_time_positive,3.9271564560913577,3.683981497332182
reasoning_max_drop_pos,3.565525725704712,5.783299490477989
answer_max_rise,3.4598485311729577,3.0652150543338443
answer_traj_t11,3.410338705301181,1.5186310443572453
answer_traj_t12,2.8108111021576763,3.0885501211490696
answer_traj_t10,2.359752443317676,3.929054401303133
answer_time_negative,2.1942409453331493,3.9425636188393165
answer_traj_t07,2.0669011655441603,2.7013379938302604
answer_traj_t13,1.9055017937901795,3.5448431844425317
answer_peak_pos,1.8536647813394667,2.871067861941782
answer_late_mean,1.8428131197106197,2.933294906161731
answer_trough_pos,1.6518627097351342,2.249292958800679
answer_fall_from_peak,1.6122921156220218,0.9431276709556891
total_n_chunks,1.4493219207012509,2.811014908694391
answer_traj_t15,1.3934727444385264,2.0997919720928433
answer_traj_t04,1.1741679145602937,2.2800254694932267
answer_traj_t05,1.07739776111165,1.094411035164522
answer_traj_t02,0.9118455291594785,0.9559913755307202
answer_late_minus_early,0.5838769748703271,0.45487330500858847
answer_time_positive,0.5156949073309078,1.114272888667315
answer_early_mean,0.4553561464713264,0.7245350403621358
answer_traj_t16,0.22618808011039696,0.5057708506722773
answer_direction_changes,0.06830664174107866,0.14895220888258262
answer_zero_crossings,0.04704285707727758,0.10518674428392599
reasoning_n_chunks,0.005642787902615964,0.010424110675895666
answer_traj_t03,0.0,0.0
