id,subject,failure_type,true_step_index,step_index,target,n_steps,step_pos,remaining_steps,slod_value,slod_centered,slod_from_start,slod_to_end,delta_prev,delta_next,abs_delta_prev,abs_delta_next,curvature,fall_from_peak,rebound_from_trough,is_peak_so_far,is_trough_so_far,reasoning_range,reasoning_monotonicity,reasoning_total_variation,reasoning_direction_changes,reasoning_curvature_abs_mean,reasoning_n_chunks,reasoning_peak_pos,reasoning_trough_pos,fold,prob_responsible
GPT-4o_001_alfworld_task_001,alfworld,memory,15,0,0,30,0.0,29.0,2.5934692764757443,2.599784401533067,0.0,-2.7874984050346256,0.0,-5.283450693312268,0.0,5.283450693312268,-5.283450693312268,0.0,0.0,1.0,1.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.7337488047729024
GPT-4o_001_alfworld_task_001,alfworld,memory,15,1,0,30,0.034482758620689655,28.0,-2.689981416836524,-2.6836662917792014,-5.283450693312268,2.4959522882776426,-5.283450693312268,-2.0912261847456826,5.283450693312268,2.0912261847456826,3.1922245085665857,5.283450693312268,0.0,0.0,1.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.644203002364347
GPT-4o_001_alfworld_task_001,alfworld,memory,15,2,0,30,0.06896551724137931,27.0,-4.7812076015822065,-4.774892476524884,-7.374676878057951,4.587178473023325,-2.0912261847456826,9.80006751394109,2.0912261847456826,9.80006751394109,11.891293698686773,7.374676878057951,0.0,0.0,1.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.5544355096578711
GPT-4o_001_alfworld_task_001,alfworld,memory,15,3,0,30,0.10344827586206896,26.0,5.018859912358884,5.025175037416207,2.42539063588314,-5.212889040917766,9.80006751394109,-2.7517053317433664,9.80006751394109,2.7517053317433664,-12.551772845684457,0.0,9.80006751394109,1.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.7251896011009578
GPT-4o_001_alfworld_task_001,alfworld,memory,15,4,0,30,0.13793103448275862,25.0,2.267154580615518,2.2734697056728406,-0.3263146958602263,-2.4611837091743993,-2.7517053317433664,-4.911437660760079,2.7517053317433664,4.911437660760079,-2.1597323290167125,2.7517053317433664,7.0483621821977245,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.4776782430953451
GPT-4o_001_alfworld_task_001,alfworld,memory,15,5,0,30,0.1724137931034483,24.0,-2.644283080144561,-2.6379679550872384,-5.237752356620305,2.4502539515856796,-4.911437660760079,-0.10547149404287381,4.911437660760079,0.10547149404287381,4.805966166717205,7.663142992503445,2.1369245214376456,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.6901439280491694
GPT-4o_001_alfworld_task_001,alfworld,memory,15,6,0,30,0.20689655172413793,23.0,-2.7497545741874347,-2.743439449130112,-5.343223850663179,2.5557254456285534,-0.10547149404287381,2.7000830377655376,0.10547149404287381,2.7000830377655376,2.8055545318084114,7.768614486546319,2.0314530273947717,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.6545329823337068
GPT-4o_001_alfworld_task_001,alfworld,memory,15,7,0,30,0.2413793103448276,22.0,-0.049671536421897144,-0.04335641136457476,-2.6431408128976415,-0.14435759213698418,2.7000830377655376,2.5916411259518455,2.7000830377655376,2.5916411259518455,-0.10844191181369212,5.0685314487807815,4.731536065160309,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.5872818848873597
GPT-4o_001_alfworld_task_001,alfworld,memory,15,8,0,30,0.27586206896551724,21.0,2.5419695895299483,2.548284714587271,-0.051499686945795986,-2.7359987180888297,2.5916411259518455,-2.265053654508847,2.5916411259518455,2.265053654508847,-4.856694780460693,2.476890322828936,7.323177191112155,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.47643449843977936
GPT-4o_001_alfworld_task_001,alfworld,memory,15,9,0,30,0.3103448275862069,20.0,0.27691593502110123,0.28323106007842364,-2.316553341454643,-0.47094506357998256,-2.265053654508847,1.970628460327358,2.265053654508847,1.970628460327358,4.235682114836205,4.741943977337783,5.058123536603308,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.5077252355859837
GPT-4o_001_alfworld_task_001,alfworld,memory,15,10,0,30,0.3448275862068966,19.0,2.2475443953484593,2.253859520405782,-0.34592488112728503,-2.4415735239073406,1.970628460327358,-9.151769279160693,1.970628460327358,9.151769279160693,-11.12239773948805,2.771315517010425,7.028751996930666,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.3160251990526556
GPT-4o_001_alfworld_task_001,alfworld,memory,15,11,0,30,0.3793103448275862,18.0,-6.904224883812233,-6.897909758754911,-9.497694160287978,6.710195755253352,-9.151769279160693,7.084322010230551,9.151769279160693,7.084322010230551,16.236091289391243,11.923084796171118,0.0,0.0,1.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.40682003543046613
GPT-4o_001_alfworld_task_001,alfworld,memory,15,12,0,30,0.41379310344827586,17.0,0.18009712641831754,0.18641225147563995,-2.413372150057427,-0.37412625497719887,7.084322010230551,5.0609401610185785,7.084322010230551,5.0609401610185785,-2.0233818492119724,4.838762785940567,7.084322010230551,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.4452873481626903
GPT-4o_001_alfworld_task_001,alfworld,memory,15,13,0,30,0.4482758620689655,16.0,5.241037287436896,5.247352412494219,2.6475680109611517,-5.435066415995777,5.0609401610185785,-5.231677365488771,5.0609401610185785,5.231677365488771,-10.29261752650735,0.0,12.14526217124913,1.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.37671773478929377
GPT-4o_001_alfworld_task_001,alfworld,memory,15,14,0,30,0.4827586206896552,15.0,0.00935992194812485,0.01567504700544724,-2.5841093545276195,-0.20338905050700617,-5.231677365488771,-2.0912680098650043,5.231677365488771,2.0912680098650043,3.140409355623767,5.231677365488771,6.913584805760358,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.3460108013279445
GPT-4o_001_alfworld_task_001,alfworld,memory,15,15,1,30,0.5172413793103449,14.0,-2.0819080879168794,-2.075592962859557,-4.675377364392624,1.887878959357998,-2.0912680098650043,0.10977551862502821,2.0912680098650043,0.10977551862502821,2.2010435284900325,7.322945375353775,4.822316795895354,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.43321080152996855
GPT-4o_001_alfworld_task_001,alfworld,memory,15,16,0,30,0.5517241379310345,13.0,-1.9721325692918512,-1.9658174442345289,-4.5656018457675955,1.7781034407329699,0.10977551862502821,4.429874081144618,0.10977551862502821,4.429874081144618,4.32009856251959,7.213169856728747,4.932092314520382,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.36027011883120347
GPT-4o_001_alfworld_task_001,alfworld,memory,15,17,0,30,0.5862068965517241,12.0,2.457741511852767,2.4640566369100894,-0.13572776462297753,-2.651770640411648,4.429874081144618,-2.1428629174794054,4.429874081144618,2.1428629174794054,-6.572736998624023,2.783295775584129,9.361966395665,0.0,0.0,8.888225795818087,0.049248464634431804,56.60071691018284,14,5.529388352589721,30,0.10526315789473684,0.3684210526315789,4,0.2828798377879586
