id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,rubric_score,has_answer_chunks,error_step_index,error_step_position,exit_status,reasoning_n_chunks,reasoning_start,reasoning_end,reasoning_end_minus_start,reasoning_std,reasoning_range,reasoning_min,reasoning_max,reasoning_early_mean,reasoning_mid_mean,reasoning_late_mean,reasoning_late_minus_early,reasoning_total_variation,reasoning_monotonicity,reasoning_direction_changes,reasoning_zero_crossings,reasoning_peak_pos,reasoning_trough_pos,reasoning_rebound_from_trough,reasoning_fall_from_peak,reasoning_max_rise,reasoning_max_drop,reasoning_max_rise_pos,reasoning_max_drop_pos,reasoning_curvature_abs_mean,reasoning_positive_mass,reasoning_negative_mass,reasoning_time_positive,reasoning_time_negative,answer_n_chunks,answer_start,answer_end,answer_end_minus_start,answer_std,answer_range,answer_min,answer_max,answer_early_mean,answer_mid_mean,answer_late_mean,answer_late_minus_early,answer_total_variation,answer_monotonicity,answer_direction_changes,answer_zero_crossings,answer_peak_pos,answer_trough_pos,answer_rebound_from_trough,answer_fall_from_peak,answer_max_rise,answer_max_drop,answer_max_rise_pos,answer_max_drop_pos,answer_curvature_abs_mean,answer_positive_mass,answer_negative_mass,answer_time_positive,answer_time_negative,reasoning_traj_t00,reasoning_traj_t01,reasoning_traj_t02,reasoning_traj_t03,reasoning_traj_t04,reasoning_traj_t05,reasoning_traj_t06,reasoning_traj_t07,reasoning_traj_t08,reasoning_traj_t09,reasoning_traj_t10,reasoning_traj_t11,reasoning_traj_t12,reasoning_traj_t13,reasoning_traj_t14,reasoning_traj_t15,reasoning_traj_t16,reasoning_traj_t17,reasoning_traj_t18,reasoning_traj_t19,answer_traj_t00,answer_traj_t01,answer_traj_t02,answer_traj_t03,answer_traj_t04,answer_traj_t05,answer_traj_t06,answer_traj_t07,answer_traj_t08,answer_traj_t09,answer_traj_t10,answer_traj_t11,answer_traj_t12,answer_traj_t13,answer_traj_t14,answer_traj_t15,answer_traj_t16,answer_traj_t17,answer_traj_t18,answer_traj_t19,answer_minus_reasoning_mean,answer_start_minus_reasoning_end,answer_end_minus_reasoning_end,answer_range_minus_reasoning_range,total_n_chunks,reasoning_pair_density,answer_pair_density
d9a6df63-9cdc-41c0-980b-ddc78275bf91,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.4,True,,,,11,0.08519134074654422,-2.2835165331067375,-2.368707873853282,2.3547257188697204,8.188324640793127,-3.5783384363301667,4.6099862044629605,0.7137216248015259,-0.24975211761870655,-0.3870293238283639,-1.1007509486298899,30.70640647161455,0.07714051059810434,4,5,0.3157894736842105,0.5263157894736842,1.2948219032234292,6.893502737569698,2.6599139580263143,2.733146533703296,0.2222222222222222,0.3333333333333333,1.1768669557092746,1.0167339981417194,0.9704534677762418,0.45,0.55,11,2.4444777994443383,-0.21774295320679923,-2.6622207526511374,1.9398118295071545,6.348663403013356,-2.7319930506078576,3.6166703524054986,0.914048163130548,-0.7311015224187846,-0.3696998419698694,-1.2837480051004175,23.378559220540385,0.11387445768309419,6.0,3.0,0.6842105263157895,0.5263157894736842,2.5142500974010584,3.8344133056122978,3.69729711938526,3.8158506406871067,0.6666666666666666,0.7777777777777778,1.5743590545389248,0.762914887189571,0.8097935155314145,0.3,0.7,0.08519134074654422,-1.1966127688100268,-2.2067454088985783,-0.7718348237749526,0.90807643592921,3.567990393955524,4.6099862044629605,1.8768396707596646,-0.8456790200403682,-3.552255946485507,-3.5783384363301667,-0.9239264895743386,1.5013161491508424,3.773779249188928,3.026486892603694,0.9850136260370186,-0.4067184604266689,-1.63601525186461,-2.0074262162128793,-2.2835165331067375,2.4444777994443383,3.1620913923678877,3.504977534985367,0.4753166248482028,-1.787987532056588,-0.9858646760318787,-0.41467400164349316,-0.38232508440653257,-0.8942243429605018,-2.2224958652008686,-2.7319930506078576,-2.422715899181468,-0.08062676697976157,3.6166703524054986,2.054764039740125,-1.7610866009469817,-1.5940172862281832,-0.43121798265790634,-0.268898268519471,-0.21774295320679923,0.4419078736314659,5.169902206182542,2.5076814535314043,-2.7229834597398828,22,0.21818181818181817,0.2
91a30120-36ab-425f-961f-3dee779b0021,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.2,True,,,,261,2.526872299293472,0.008911412785148842,-2.517960886508323,2.4075760668116692,7.197887568091378,-3.9954137791337683,3.20247378895761,0.36604600602772963,-1.2516094814282586,0.48029447676101683,0.1142484707332872,56.106414098345304,0.04487830717705025,14,12,0.47368421052631576,0.6842105263157895,4.004325191918917,3.193562376172461,5.71947248893558,6.567048610569999,0.16666666666666666,0.5,5.973803488684673,0.9480934003606956,1.1139522737225758,0.5,0.5,9,4.85032694652901,2.3439318274463483,-2.5063951190826614,2.47451828671394,7.7967863618418,-2.9464594153127908,4.85032694652901,-0.08261944369670639,0.5537550642638569,-1.3474745911340804,-1.264855147437374,26.363347602100696,0.09507120100646649,3.0,4.0,0.0,0.7894736842105263,5.290391242759139,2.5063951190826614,3.147014821468055,2.1134684992699495,0.4444444444444444,0.0,0.8186847686348218,0.9589854126199213,1.198330322761643,0.45,0.55,2.526872299293472,2.575968426190136,-2.5123207703975656,-2.657192030280887,3.0622804586546932,-0.4409264544570717,0.007640113191330455,2.9216713267814676,-2.4399930544460426,3.20247378895761,-3.364574821612389,-1.2200181470259004,-3.8654116835187873,-3.9954137791337683,0.5675334160005034,1.3771419175351134,-0.222933722257058,2.711374847824436,-1.560261011322043,0.008911412785148842,4.85032694652901,2.7368584472590602,0.6233899479891107,-0.9059160475987785,-2.084724540977432,-2.945599083853934,-2.852671775223981,-2.759744466594028,0.005509415769263448,3.1525242372373183,3.6924859148959452,1.6253944487451366,-0.33063687733011815,-1.5092472228765192,-2.6878575684229222,-2.9464594153127908,-2.8983917626504803,-2.0453576943918748,0.14928706652723678,2.3439318274463483,0.302500228391834,5.143915762135695,2.6375206430530334,-2.480670589557011,270,0.007957559681697613,0.2222222222222222
845a3693-c660-4446-bae5-6c38bc75e6fd,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.2,True,,,,11,2.7879755741673646,4.674203492703842,1.886227918536477,2.5573439002311393,8.861052046438568,-4.186848553734726,4.674203492703842,0.2803098369070772,-1.2077533507985143,0.558355743970104,0.2780459070630268,53.1014543985263,0.03552121010434744,7,8,1.0,0.8947368421052632,8.861052046438568,0.0,5.1133544662823365,4.928856066323055,0.2222222222222222,0.8888888888888888,3.23317825253239,0.9709048973040671,1.128003403975039,0.45,0.55,22,-4.9024479351349415,0.005549842285861346,4.907997777420803,1.8387731642877783,7.588470730618575,-4.9024479351349415,2.6860227954836327,-0.3803343737594183,0.3566563149924892,-0.038211276180353505,0.3421230975790648,36.28854726477084,0.1352492217891985,10.0,7.0,0.10526315789473684,0.0,4.907997777420803,2.6804729531977713,5.115326238735687,4.004206335838094,0.0,0.8888888888888888,2.938628176551375,0.6560969932974147,0.675847696719946,0.65,0.35,2.7879755741673646,1.277632251204735,-0.3350440199226382,-2.868716824532703,-3.872984174964291,1.2403702913180457,3.7329357610790272,0.1103269056234808,-2.1772269665921193,-2.462198363947796,-1.3472480573019099,1.1676239533455441,-0.03352627201161207,-3.7120246547051883,-1.315328603928004,3.6850222040509726,0.7420075125883296,-4.186848553734726,-0.24892158785978946,4.674203492703842,-4.9024479351349415,0.2128783036007451,2.6860227954836327,0.9721055155326948,-2.565963089428073,0.0044801428291911805,0.9305836508008225,0.05171315055948314,0.039982801195211706,0.1265936630583909,2.175882129401937,1.7449965216259942,-1.1567617757725726,-0.48581228512101937,-2.696650053266116,1.5294381055685717,2.641713244005758,-1.3624930918323361,-0.34682570384386,0.005549842285861346,-0.008515516516858345,-9.585166944355642,-4.6771691669348385,-1.9661212333526557,33,0.18181818181818182,0.12121212121212122
dcfa830a-3f87-43eb-9ec7-6649fcdd0473,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.15,True,,,,9,-0.7933860488917159,1.8548535396874715,2.6482395885791874,2.482465599489374,9.929502866041112,-4.715325546585116,5.214177319455997,-1.8945651338349225,-0.20072188157016407,2.314308021206772,4.208873155041695,30.329504597937564,0.08731562297787318,5,3,0.7368421052631579,0.631578947368421,6.570179086272587,3.3593237797685256,4.964751433020561,3.009152070909304,0.7222222222222222,0.5555555555555556,1.5246165296995915,0.9949515958250823,1.034009644854831,0.55,0.45,8,-1.4974924494451027,3.762888455203049,5.260380904648152,2.9074747681289415,9.03279545751209,-4.39922391040135,4.633571547110741,-0.8463074434110618,-1.4904497605512113,2.4148959414923707,3.2612033849034328,30.135029966678456,0.17456033428421247,5.0,5.0,0.8947368421052632,0.42105263157894735,8.162112365604399,0.8706830919076918,3.354530598527724,2.6021584721253914,0.7777777777777778,0.6111111111111112,1.3482325846259875,1.1907866982868391,1.2841829372259235,0.5,0.5,-0.7933860488917159,-1.6350200153347623,-2.476653981777808,-2.813962684981306,-2.848676230241075,-2.3655170887268997,-0.32873988689089106,1.7080373149451176,1.906701601630199,1.842778329008004,0.3062406572422578,-2.7029114136670462,-4.715325546585116,0.24942588643543573,5.214177319455997,4.326075255606815,1.4870220261343858,0.05086214434148317,0.9528578420144773,1.8548535396874715,-1.4974924494451027,0.02295902699987673,1.5434105034448562,1.9138088568955574,-0.5909255971394383,-3.095660051174434,-4.220252393458748,-4.309738151930049,-4.39922391040135,-2.102201968114653,0.592571257631711,2.5306399551106784,-0.07151851701471301,-2.6736769891401044,-2.7229687166998744,0.6315618818278494,3.986092480355566,4.633571547110741,4.198230001156895,3.762888455203049,-1.3686980505901603,-4.7210440397227345,0.5393368649254171,-2.434747269020228,17,0.2222222222222222,0.32142857142857145
0744af3b-0249-4cbb-978a-a8595f8f9672,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.1,True,,,,10,1.9286908015327406,-1.0785219703219062,-3.007212771854647,2.9308116655641308,12.82686136293858,-9.219992857166128,3.606868505772451,1.6457537720119821,0.34746583037829654,-2.399999082719437,-4.045752854731419,33.90945853610226,0.08868359748808637,7,3,0.21052631578947367,0.8947368421052632,8.141470886844221,4.685390476094357,4.0707354434221115,6.414342651035421,0.9444444444444444,0.8333333333333334,1.8400607004629161,0.9835997474439795,1.0059726114232128,0.65,0.35,6,8.490962003383611,3.943090880737202,-4.547871122646409,3.750366850760201,13.899236893128162,-5.408274889744551,8.490962003383611,1.4387925533443384,-2.538653725071175,-1.5526652556795784,-2.991457809023917,30.942926656101733,0.14697611422446363,3.0,4.0,0.0,0.631578947368421,9.351365770481753,4.547871122646409,2.419544652893398,3.1003680007290884,1.0,0.05555555555555555,0.6522393652598618,1.1615206658702508,2.0122716526785167,0.35,0.65,1.9286908015327406,1.204838810797803,0.4809868200628653,1.90941043741238,3.606868505772451,2.286221734270071,0.10325929423556213,0.08500481207729549,1.1491043088571495,0.9885718591262359,-0.1516661478132928,-0.5449179523248462,-0.004437003801427419,0.9106009365269613,2.574752860465296,2.443683767742778,-3.9706588832926433,-9.219992857166128,-5.149257413744016,-1.0785219703219062,8.490962003383611,5.390594002654524,2.2902260019254355,-0.8101419988036529,-3.0359243403640783,-1.76336404524985,-0.49080375013562216,0.7817565449786059,0.8102376558818319,-1.0274000095314513,-2.865037674944735,-4.70267534035802,-5.408274889744551,-5.35918236177991,-5.310089833815268,-5.260997305850626,-3.315543077942986,-0.8959984250495934,1.523546227843804,3.943090880737202,-2.528301023568909,7.0411829501366086,2.4933118274901993,0.2723142047303462,16,0.28888888888888886,0.4
0a1877af-e331-40b9-b9a3-c1a06dd51ec5,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,biology,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.2,True,,,,15,2.338143877119622,4.744090805267854,2.405946928148232,2.756653289648019,9.83475306008341,-5.090662254815555,4.744090805267854,-0.25984372679365325,0.5629161850322014,-0.42743686618213683,-0.16759313938848358,57.77191491017647,0.04164561503438113,7,8,1.0,0.7894736842105263,9.83475306008341,0.0,3.7815666484301373,5.379747369314581,0.5555555555555556,0.0,3.3654108687049384,1.146766148221333,1.1689218476924823,0.5,0.5,21,-4.578643211882843,2.718088972892096,7.296732184774939,2.5523600931808708,9.295164096958345,-4.578643211882843,4.716520885075501,-0.35210900403240736,0.2124467522874606,0.1466186424832181,0.49872764651562546,71.73801554993545,0.10171360510656757,12.0,13.0,0.05263157894736842,0.0,7.296732184774939,1.9984319121834049,9.295164096958345,5.594649604891067,0.0,0.2222222222222222,6.0033146126521055,1.0592963304393765,1.0641925258051423,0.55,0.45,2.338143877119622,-3.041603492194959,-0.4147041490818495,3.157580326262452,-2.0270150239648324,-2.443201011486787,0.6118933857907809,4.044883380271243,0.32617148686927866,-3.438666514906757,-3.434078385857009,0.3474882625731285,4.128243133956747,1.9663719323187778,-1.822666862707576,-5.090662254815555,-1.4732692869609458,-0.19256997187337618,1.2704563739967782,4.744090805267854,-4.578643211882843,4.716520885075501,-0.45314427540690283,-3.305645834488727,3.3705981760643833,-2.2240514288266837,0.009602661238421017,1.2732014487350036,-2.883494278709829,0.05666075706242332,2.841610532717965,0.9154906268516099,-0.8154576879033522,0.09911586725840354,1.8141471050682982,-3.222775010028401,3.3708895758234227,-1.4183890697174197,-2.3822497191386875,2.718088972892096,-0.2534261983448941,-9.576160215495591,-2.279428030720652,-0.2938132710692116,36,0.13333333333333333,0.10952380952380952
bf7d23f3-0cf6-4d36-868f-1e3a89f688ea,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,physics,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.22000000000000003,True,,,,213,2.515174768623025,5.019269354614691,2.504094585991666,2.205005056540872,7.683639671390194,-2.664370316775504,5.019269354614691,2.254780007238486,2.392385162547999,0.1918799071137265,-2.0629001001247596,46.374751047458716,0.05399693862354195,11,8,1.0,0.7368421052631579,7.683639671390194,0.0,5.971892643286093,6.960247190475478,1.0,0.7222222222222222,4.047263868083164,2.055297999988326,0.3712262184289382,0.7,0.3,15,-2.0420264368637655,-2.4964889303793827,-0.4544624935156172,2.4915700765490434,8.632012680132242,-3.808300978847993,4.823711701284248,-0.17462095539823735,-0.3685276762208349,0.8542669399763342,1.0288878953745715,64.70922822957081,0.007023148103440631,11.0,12.0,0.7894736842105263,0.15789473684210525,1.3118120484686102,7.3202006316636306,6.892169272421936,7.055093447387816,0.3888888888888889,0.6111111111111112,5.2920002108394275,1.080817634347213,1.014639573420988,0.45,0.55,2.515174768623025,0.7475630808986967,2.4976382215872874,-0.26141233604821057,2.1662850038617307,3.8452519075461464,4.272959404200725,2.459885834664795,3.5962734633575715,-0.6899367643061831,1.054658489067213,2.131094680627495,3.898843560725128,4.2958768736999735,-2.664370316775504,2.6051853562920386,-1.112232021370966,-1.7439496414064983,-0.9526232886714023,5.019269354614691,-2.0420264368637655,1.2161498566078168,-1.05220631315392,-3.808300978847993,-0.10800235210440423,3.5244897453347575,1.047549791239847,-3.0188512827787424,3.8733179896431933,-1.0650757115980571,-1.07406774492758,3.8256361598965096,-3.2294572874913063,-1.8911958562898614,1.767760801529873,4.823711701284248,-0.5071185739847479,0.3534815310410724,1.1842551103669423,-2.4964889303793827,-0.18399521025892507,-7.245291001737382,-7.699753495252999,-0.23519960614365587,228,0.009832580387988307,0.13333333333333333
07fd78cd-81de-4a62-9952-369093ec303f,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,physics,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.0,True,,,,333,-2.6613427781542707,0.006762940749049097,2.6681057189033197,1.5925626352258024,6.389598153269232,-4.2460649989176575,2.1435331543515748,-1.806373623593976,-0.7990372179526763,-0.9308440597090039,0.8755295638849722,38.66777781596676,0.06900075126121163,15,9,0.5263157894736842,0.8947368421052632,4.252827939666707,2.1367702136025257,5.215559990459863,5.710468353908145,0.9444444444444444,0.8888888888888888,3.806498309431804,0.23290958924782376,1.4240566017018532,0.3,0.7,12,4.8196788726522515,-0.2006362532725087,-5.0203151259247605,1.7429374337120895,7.620393597451631,-2.8007147247993793,4.8196788726522515,0.022263622001007226,-0.29901317317258347,0.017509547854812593,-0.004754074146194633,26.89826679061171,0.18664084065360667,6.0,7.0,0.0,0.3157894736842105,2.6000784715268708,5.0203151259247605,2.907378316773001,4.187541443368987,0.3888888888888889,0.0,1.9003543202759916,0.6016772688250925,0.6932867473787004,0.5,0.5,-2.6613427781542707,0.06384274025772596,-2.696479201104846,-1.8406572644241526,-1.9441442899579466,-0.9903648561179148,-2.5754697156564292,0.010154603065432255,-1.2538265912672322,-0.5091440239903817,2.1435331543515748,-0.8411278132842357,-1.7514536528847824,-3.3913962016591093,-1.85042468978296,-1.9292359568351478,1.4644033549904873,-4.2460649989176575,0.9694949915422058,0.006762940749049097,4.8196788726522515,0.6321374292832642,-1.69778034133369,0.9259650153881132,0.5636389812946616,-2.287079878478171,-2.8007147247993793,-2.53121018993998,0.37616812683302125,1.7354872274162527,0.38570269966737136,-0.18637769749321592,-0.3140557343176348,-1.5588066443738993,-2.1518473983426647,0.6904903430366924,1.627181125063376,0.27709555586684487,-0.13722608522286445,-0.2006362532725087,0.22144427691781063,5.034360208821013,0.014045082896252836,-2.5933500023924054,345,0.006186909801367633,0.16666666666666666
af50243e-3a60-4460-9536-f9a02c4f8eb8,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,physics,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.15,True,,,,14,2.329618055107187,4.972797079886281,2.643179024779094,2.467024047782503,9.804507893011385,-4.831710813125104,4.972797079886281,-0.42244330234945604,0.05965183231752664,0.15694886076457637,0.5793921631140324,47.28992727107215,0.05589306597212637,7,8,1.0,0.8421052631578947,9.804507893011385,0.0,6.626063429756216,5.06532789639704,0.3333333333333333,0.0,3.2314765252654722,0.9899958503190198,1.069888206600822,0.45,0.55,13,0.3366042287932577,0.21253398523273695,-0.12407024356052074,1.4495473414617979,4.553498722575139,-2.088525618054771,2.4649731045203676,0.49191121948429917,-0.7585257154384054,0.33288552285408485,-0.15902569663021432,20.185301278743164,0.00614656387076953,6.0,4.0,0.2631578947368421,0.5789473684210527,2.301059603287508,2.2524391192876307,2.33909375179058,1.6975996024791726,0.8333333333333334,0.0,1.1271381400061673,0.5984291921013609,0.5918786088290727,0.55,0.45,2.329618055107187,-2.7357098412898533,-2.372613353305563,2.2581684090332095,2.2659512242748754,-0.7709964855674318,-3.931521124698616,2.6945423050576,2.445691323968347,-0.5180320151653804,-2.3462714946762464,-1.4717935773561528,-0.26247491146320956,-0.12409880414227026,1.1880492649170484,0.19392086679945364,-4.831710813125104,-2.0325417112266138,1.451178477336394,4.972797079886281,0.3366042287932577,-1.360995373685915,-1.6832635218159813,-0.08006763385729876,1.3988502789477437,2.4649731045203676,2.36727745348792,1.4267424400140902,0.06642534112416891,-1.2758782039151575,-1.9941951903081379,-2.088525618054771,-0.9192657963912709,-0.5249829805377598,-1.910397858015163,0.06934464393221917,2.4084383957227993,0.9356927643547577,0.28170120589715886,0.21253398523273695,-0.3865872857892557,-5.022780136882279,-5.1468503804428,-5.185937135897049,27,0.14285714285714285,0.23076923076923078
1567b1bb-e3e5-44e5-abb8-b58e2626f468,frontierscience,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B_reasoning-auto,chemistry,,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0,is_correct,False,,0.2,True,,,,11,1.7182537239621531,5.762225084289295,4.043971360327141,3.372474179908514,11.234096879191615,-5.471871794902321,5.762225084289295,0.9160899349429285,-2.2957844178309297,1.0846976820885308,0.16860774714560234,54.49716440744664,0.07420517020101255,5,6,1.0,0.5789473684210527,11.234096879191615,0.0,5.88681647633476,4.943720912917101,1.0,0.8888888888888888,2.3587880836301554,1.322558778773246,1.4800425431574868,0.45,0.55,8,-3.277081994915632,-1.1089803519601404,2.1681016429554916,2.8265522965683956,10.507417466436742,-3.277081994915632,7.23033547152111,-0.5176335032742465,-1.2437146663609333,2.6112012872004082,3.128834790474655,36.77697595534797,0.05895268946494809,5.0,6.0,0.8421052631578947,0.0,2.1681016429554916,8.33931582348125,4.43854759543599,3.53959505027583,0.7777777777777778,0.9444444444444444,1.4909126048410095,1.2200832357333944,1.0531947089455849,0.4,0.6,1.7182537239621531,-2.1318467461831156,-5.101742632055816,-0.1497972594753918,3.9004983032772675,4.344194626718859,3.8330695283565435,1.0940277791184307,-1.1399696064772553,-2.6164004466092985,-4.060367842750987,-5.471871794902321,-3.800917628945413,-0.0749913842496639,2.121360129814694,3.6621796164655858,0.015366783462088307,-4.928354129455013,-0.1245913920454651,5.762225084289295,-3.277081994915632,-2.612209746921734,-1.9473374989278354,-0.9719321875064739,0.7798057824835447,2.531543752473563,1.8737773703948415,-0.5911172757354359,-3.056011921865713,-2.00509201272663,-0.36820301104265196,0.7935900148024903,-0.8951928143853671,-2.583975643573224,-1.6467597193508594,2.7917878760851305,7.23033547152111,5.970209748591519,2.430614698315689,-1.1089803519601404,-2.0995945092747177,-11.138901588479644,-8.970799945524153,0.2487878704169546,19,0.21818181818181817,0.25
