id,subject,hallucination_category,true_step_index,step_index,target,n_steps,step_pos,remaining_steps,slod_value,slod_centered,slod_from_start,slod_to_end,delta_prev,delta_next,abs_delta_prev,abs_delta_next,curvature,fall_from_peak,rebound_from_trough,is_peak_so_far,is_trough_so_far,reasoning_range,reasoning_monotonicity,reasoning_total_variation,reasoning_direction_changes,reasoning_curvature_abs_mean,reasoning_n_chunks,reasoning_peak_pos,reasoning_trough_pos,fold,prob_responsible
BFCL/000,Tool Use,Tool-Use Hallucination,0,0,1,13,0.0,12.0,-2.524360907353426,-2.524360907353427,0.0,4.912661661750537,0.0,7.4256186282830825,0.0,7.4256186282830825,7.4256186282830825,0.0,0.0,1.0,1.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.45347871941041584
BFCL/000,Tool Use,Tool-Use Hallucination,0,1,0,13,0.08333333333333333,11.0,4.901257720929657,4.901257720929655,7.4256186282830825,-2.5129569665325455,7.4256186282830825,-7.308330843509147,7.4256186282830825,7.308330843509147,-14.73394947179223,0.0,7.4256186282830825,1.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.4056884032917591
BFCL/000,Tool Use,Tool-Use Hallucination,0,2,0,13,0.16666666666666666,10.0,-2.40707312257949,-2.4070731225794915,0.11728778477393575,4.795373876976601,-7.308330843509147,-0.02872505634906375,7.308330843509147,0.02872505634906375,7.279605787160083,7.308330843509147,0.11728778477393575,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.3985373871267872
BFCL/000,Tool Use,Tool-Use Hallucination,0,3,0,13,0.25,9.0,-2.435798178928554,-2.435798178928555,0.088562728424872,4.824098933325665,-0.02872505634906375,0.6146305343251477,0.02872505634906375,0.6146305343251477,0.6433555906742114,7.3370558998582105,0.088562728424872,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.3509420393657359
BFCL/000,Tool Use,Tool-Use Hallucination,0,4,0,13,0.3333333333333333,8.0,-1.8211676446034062,-1.8211676446034075,0.7031932627500197,4.209468399000517,0.6146305343251477,3.8985909612601155,0.6146305343251477,3.8985909612601155,3.283960426934968,6.722425365533063,0.7031932627500197,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.43922792415302425
BFCL/000,Tool Use,Tool-Use Hallucination,0,5,0,13,0.4166666666666667,7.0,2.0774233166567093,2.077423316656708,4.601784224010135,0.3108774377404018,3.8985909612601155,-4.355373702437788,3.8985909612601155,4.355373702437788,-8.253964663697904,2.8238344042729473,4.601784224010135,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.37579259607422544
BFCL/000,Tool Use,Tool-Use Hallucination,0,6,0,13,0.5,6.0,-2.277950385781079,-2.27795038578108,0.2464105215723471,4.66625114017819,-4.355373702437788,0.1904697250081142,4.355373702437788,0.1904697250081142,4.545843427445902,7.179208106710735,0.2464105215723471,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.34050339386991696
BFCL/000,Tool Use,Tool-Use Hallucination,0,7,0,13,0.5833333333333334,5.0,-2.0874806607729646,-2.087480660772966,0.4368802465804613,4.475781415170076,0.1904697250081142,6.699620407755766,0.1904697250081142,6.699620407755766,6.509150682747652,6.988738381702621,0.4368802465804613,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.4829481912311599
BFCL/000,Tool Use,Tool-Use Hallucination,0,8,0,13,0.6666666666666666,4.0,4.612139746982802,4.6121397469828,7.136500654336228,-2.2238389925856907,6.699620407755766,-2.4475956808294796,6.699620407755766,2.4475956808294796,-9.147216088585246,0.2891179739468548,7.136500654336228,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.37336842385527985
BFCL/000,Tool Use,Tool-Use Hallucination,0,9,0,13,0.75,3.0,2.164544066153322,2.164544066153321,4.688904973506748,0.22375668824378891,-2.4475956808294796,2.2531200154535007,2.4475956808294796,2.2531200154535007,4.70071569628298,2.7367136547763344,4.688904973506748,0.0,0.0,8.09773342501189,0.11865719933055198,41.40213732893677,8,3.1153028089810095,13,0.6842105263157895,0.8947368421052632,3,0.4926437365034971
