id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
omnimath-8,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.37450742136304044,0.0,1.5891727656048378,0.0,,,,,,,,,,,,
omnimath-31,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,1.0,0.0,-0.4364638303943668,0.0,1.3862943611198908,0.0,,,,,,,,,,,,
omnimath-35,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,2.0,0.0,-0.23475548478958055,0.0,0.8257524628755297,0.0,,,,,,,,,,,,
omnimath-50,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-4.0,0.0,4.0,0.0,1.0,0.0,-0.6693370347317369,0.0,1.694595720774407,0.0,,,,,,,,,,,,
omnimath-56,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-8.0,0.0,8.0,0.0,3.0,0.0,-0.25681824732291253,0.0,0.0,0.0,,,,,,,,,,,,
omnimath-60,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-9.0,0.0,9.0,0.0,5.0,1.0,-0.05017671457873437,0.0,0.6014304898442049,0.0,,,,,,,,,,,,
omnimath-61,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,2.0,0.0,-0.07052037562699014,0.0,1.8352031077312048,1.0,,,,,,,,,,,,
omnimath-69,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,1.0,7.0,1.0,-0.05148151719457605,0.0,1.136096621439358,0.0,,,,,,,,,,,,
omnimath-70,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,3.0,0.0,-0.12753710000754234,0.0,0.0,0.0,,,,,,,,,,,,
omnimath-87,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,1.0,5.0,1.0,-0.15488142231169277,0.0,0.0,0.0,,,,,,,,,,,,
