id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,has_answer_chunks,error_step_index,error_step_position,exit_status,reasoning_n_chunks,reasoning_start,reasoning_end,reasoning_end_minus_start,reasoning_std,reasoning_range,reasoning_min,reasoning_max,reasoning_early_mean,reasoning_mid_mean,reasoning_late_mean,reasoning_late_minus_early,reasoning_total_variation,reasoning_monotonicity,reasoning_direction_changes,reasoning_zero_crossings,reasoning_peak_pos,reasoning_trough_pos,reasoning_rebound_from_trough,reasoning_fall_from_peak,reasoning_max_rise,reasoning_max_drop,reasoning_max_rise_pos,reasoning_max_drop_pos,reasoning_curvature_abs_mean,reasoning_positive_mass,reasoning_negative_mass,reasoning_time_positive,reasoning_time_negative,answer_n_chunks,answer_start,answer_end,answer_end_minus_start,answer_std,answer_range,answer_min,answer_max,answer_early_mean,answer_mid_mean,answer_late_mean,answer_late_minus_early,answer_total_variation,answer_monotonicity,answer_direction_changes,answer_zero_crossings,answer_peak_pos,answer_trough_pos,answer_rebound_from_trough,answer_fall_from_peak,answer_max_rise,answer_max_drop,answer_max_rise_pos,answer_max_drop_pos,answer_curvature_abs_mean,answer_positive_mass,answer_negative_mass,answer_time_positive,answer_time_negative,answer_minus_reasoning_mean,answer_start_minus_reasoning_end,answer_end_minus_reasoning_end,answer_range_minus_reasoning_range,total_n_chunks,reasoning_pair_density,answer_pair_density
omnimath-8,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,0.0,0.0,,6,1.0806221179718822,-0.5085506476329555,-1.5891727656048378,0.5526889724116582,1.9823936253577072,-0.901771507385825,1.0806221179718822,0.33192895333620703,0.1480806851800786,-0.6904836855392812,-1.0224126388754882,4.243367887933851,0.37450742136304044,3,3,0.0,0.7894736842105263,0.39322085975286947,1.5891727656048378,0.2912697367428257,0.46143478014415573,0.5555555555555556,0.7222222222222222,0.10638391332839829,0.20952752090846608,0.24866925308955046,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.5333333333333333,
omnimath-31,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,1.0,0.25,,5,1.1171998877999636,-0.2690944733199271,-1.3862943611198908,0.879646334074228,2.2812448241462473,-1.164044936346284,1.1171998877999636,1.031615527579548,-0.620722531157462,-0.739758403780164,-1.771373931359712,3.1761952871726042,0.4364638303943668,1,1,0.0,0.7368421052631579,0.8949504630263568,1.3862943611198908,0.19290331197350652,0.39939368102860673,0.9444444444444444,0.2777777777777778,0.055093926335040046,0.3719936399271217,0.45010861231344085,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.9,
omnimath-35,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,2.0,0.3333333333333333,,7,-0.44817503393550534,0.20832387946870148,0.6564989134042069,0.5574066296803842,1.7265105324606729,-0.6924341901164417,1.0340763423442312,-0.5644889178311894,0.012322718149910237,0.686273049534616,1.2507619673658055,2.7965221515171392,0.23475548478958055,2,1,0.8421052631578947,0.15789473684210525,0.9007580695851432,0.8257524628755297,0.19764941428480165,0.27525082095851017,0.7222222222222222,0.9444444444444444,0.04177607601417184,0.2553994725160901,0.24277572754415297,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.47619047619047616,
omnimath-50,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,1.0,0.3333333333333333,,4,1.219276222015771,-0.4753194987586361,-1.694595720774407,0.6710090931019634,2.113174117670339,-0.8938978956545683,1.219276222015771,0.7237643142201357,-0.4465382950608533,-0.6497271641319412,-1.3734914783520769,2.531752514566272,0.6693370347317369,1,1,0.0,0.6842105263157895,0.41857839689593224,1.694595720774407,0.06976306614932215,0.1721601756028765,0.7777777777777778,0.5555555555555556,0.013828487856844306,0.2562386138459786,0.3541276563798122,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.6666666666666666,
omnimath-56,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,2.0,0.2857142857142857,,8,0.1537911588602121,1.037146069621502,0.8833549107612899,0.5258601212614634,1.8354327213254424,-0.7982866517039403,1.037146069621502,-0.4686403699721772,-0.14951484060110706,0.5637628918710381,1.0324032618432153,3.4396111645859664,0.25681824732291253,3,2,1.0,0.15789473684210525,1.8354327213254424,0.0,0.4293802870527461,0.3583941632256981,0.7777777777777778,0.0,0.10090867851510561,0.18845510433356183,0.23568056047289984,0.3,0.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.42857142857142855,
omnimath-60,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,1.0,0.125,,9,0.6289033598600491,0.341023130269009,-0.2878802295910401,0.4454178176024289,1.6787527301360312,-0.7362991100228173,0.9424536201132139,-0.28725117841139436,-0.023403841159112815,0.27335249117855526,0.5606036695899497,5.7373272046202874,0.05017671457873437,5,6,0.7368421052631579,0.21052631578947367,1.0773222402918263,0.6014304898442049,0.4611362301747121,0.6084012832669885,0.7222222222222222,0.8333333333333334,0.2360586135491676,0.16451146304536235,0.19123497254147326,0.45,0.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.3055555555555556,
omnimath-61,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,1.0,0.16666666666666666,,7,-0.39908360988339037,-0.6664326113483061,-0.26734900146491575,0.661041217986429,2.0292188670800595,-0.860448370697161,1.1687704963828986,0.6044382583291285,0.18034999016579492,-0.7286536195192183,-1.3330918778483467,3.7910887326952034,0.07052037562699014,2,2,0.15789473684210525,0.8421052631578947,0.19401575934885484,1.8352031077312048,0.5226180354220964,0.24607078580753505,0.0,0.5555555555555556,0.07382521597976154,0.32581730215642696,0.26973750103896926,0.55,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.6190476190476191,
omnimath-69,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,0.0,0.0,,10,-0.5864139997248651,-0.33048062558766456,0.2559333741372005,0.4490698909689827,1.5316710146749168,-0.7260550188232235,0.8056159958516933,-0.4472097079379868,0.25233323951806025,0.3077852329208383,0.7549949408588251,4.9713642503947995,0.05148151719457605,7,4,0.6842105263157895,0.21052631578947367,0.395574393235559,1.136096621439358,0.5897618668749789,0.515274334372371,0.6111111111111112,0.9444444444444444,0.2690020625567568,0.20850055313858656,0.1843717472093094,0.55,0.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.3333333333333333,
omnimath-70,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,4.0,0.6666666666666666,,7,0.4676717821239712,1.0132655717155468,0.5455937895915756,0.5566297356936859,1.8393520341892557,-0.8260864624737089,1.0132655717155468,-0.18583730680182592,-0.5057838190556643,0.547077742651367,0.7329150494531929,4.277922185460623,0.12753710000754234,3,2,1.0,0.631578947368421,1.8393520341892557,0.0,0.49096456724053594,0.37463944977630115,0.7222222222222222,0.0,0.10979104299235641,0.20560160177697293,0.28354567303168443,0.35,0.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.42857142857142855,
omnimath-87,processbench,omnimath,omnimath,Qwen2-7B-Instruct,,0,final_answer_correct,False,False,False,3.0,0.3333333333333333,,10,0.15420240462299367,0.8392958503758422,0.6850934457528486,0.48429093054508593,1.4129408319800132,-0.573644981604171,0.8392958503758422,-0.39660987097216954,-0.17212261584846106,0.5763722648873287,0.9729821358594983,4.423341647613004,0.15488142231169277,5,2,1.0,0.21052631578947367,1.4129408319800132,0.0,0.49220439211691125,0.4173200136613493,0.6111111111111112,0.5,0.21121920487327098,0.19935715875377272,0.22550184967479478,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.37777777777777777,
