id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
omnimath-4,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-4.0,0.0,4.0,0.0,1.0,0.0,-0.456056840135197,0.0,1.55814461804655,1.0,,,,,,,,,,,,
omnimath-14,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,7.0,0.0,-0.05057237476993193,0.0,0.2876820724517807,0.0,,,,,,,,,,,,
omnimath-20,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,2.0,0.0,-0.2813953948581114,0.0,1.7625165817495176,1.0,,,,,,,,,,,,
omnimath-25,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,5.0,0.0,-0.10747371213910058,0.0,0.4207325802389528,0.0,,,,,,,,,,,,
omnimath-33,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,2.0,0.0,-0.25439212129441435,0.0,0.08248487404181326,0.0,,,,,,,,,,,,
omnimath-46,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-12.0,0.0,12.0,1.0,5.0,0.0,-0.06214825610588551,0.0,0.23434944314871947,0.0,,,,,,,,,,,,
omnimath-51,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,4.0,0.0,-0.3695300119637664,0.0,2.0699738011307516,1.0,,,,,,,,,,,,
omnimath-54,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,6.0,0.0,-0.4523284435669806,0.0,1.450181628571142,1.0,,,,,,,,,,,,
omnimath-59,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-9.0,0.0,9.0,0.0,5.0,0.0,-0.07423979943150753,0.0,0.38048219563264507,0.0,,,,,,,,,,,,
omnimath-68,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,4.0,0.0,-0.45607402272094766,0.0,1.7414976344471669,1.0,,,,,,,,,,,,
omnimath-73,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-10.0,0.0,10.0,0.0,5.0,0.0,-0.13260303116052155,0.0,0.6578078141146362,0.0,,,,,,,,,,,,
omnimath-86,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-4.0,0.0,4.0,0.0,1.0,0.0,-0.23942499030999562,0.0,1.934042477246885,1.0,,,,,,,,,,,,
omnimath-96,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,4.0,0.0,-0.11648754431031437,0.0,1.2580407678081151,0.0,,,,,,,,,,,,
omnimath-102,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-4.0,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,2.2335922215070942,1.0,,,,,,,,,,,,
omnimath-117,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-14.0,0.0,14.0,1.0,5.0,0.0,-0.014759817007096951,0.0,0.1400599257055784,0.0,,,,,,,,,,,,
omnimath-139,processbench,omnimath,omnimath,Qwen2.5-Math-72B-Instruct,,0,final_answer_correct,False,False,,-14.0,0.0,14.0,1.0,7.0,0.0,-0.05756437656837389,0.0,0.7008744696438132,0.0,,,,,,,,,,,,
