id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
olympiadbench-3,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.11654717105321631,0.0,3.991330202026888,0.0,,,,,,,,,,,,
olympiadbench-24,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-21.0,0.0,21.0,1.0,10.0,1.0,-0.05256496621371671,0.0,0.0,0.0,,,,,,,,,,,,
olympiadbench-30,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-7.0,0.0,7.0,0.0,4.0,0.0,-0.12845502784533308,0.0,5.39699235123777,0.0,,,,,,,,,,,,
olympiadbench-32,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,1.0,0.0,-0.6520155963936214,0.0,14.081567833831265,1.0,,,,,,,,,,,,
olympiadbench-38,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-5.0,0.0,5.0,0.0,3.0,0.0,-0.2842469783156862,0.0,6.438976478322732,0.0,,,,,,,,,,,,
olympiadbench-54,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,2.0,0.0,-0.7192449346973919,0.0,18.17638707088014,1.0,,,,,,,,,,,,
olympiadbench-57,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,4.0,0.0,-0.849225534847034,0.0,18.182297600113703,1.0,,,,,,,,,,,,
olympiadbench-60,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-6.0,0.0,6.0,0.0,3.0,0.0,-0.27137562183427255,0.0,10.117250968226038,0.0,,,,,,,,,,,,
olympiadbench-61,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-12.0,0.0,12.0,1.0,5.0,0.0,-0.10370982187889077,0.0,4.921719135074305,0.0,,,,,,,,,,,,
olympiadbench-66,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-8.0,0.0,8.0,0.0,5.0,0.0,-0.1682535631291331,0.0,4.023424997359591,0.0,,,,,,,,,,,,
olympiadbench-67,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-4.0,1.0,4.0,0.0,2.0,0.0,-0.7596343851823052,0.0,11.426199243855969,0.0,,,,,,,,,,,,
olympiadbench-74,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-12.0,0.0,12.0,1.0,4.0,0.0,-0.10610984460003098,0.0,0.46248495622701435,0.0,,,,,,,,,,,,
olympiadbench-86,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-16.0,0.0,16.0,1.0,10.0,1.0,-0.03963141668658025,0.0,2.237685259113203,0.0,,,,,,,,,,,,
olympiadbench-90,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-9.0,0.0,9.0,0.0,7.0,1.0,-0.20900361835496603,0.0,9.847856419210563,0.0,,,,,,,,,,,,
olympiadbench-100,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-13.0,0.0,13.0,1.0,6.0,1.0,-0.06049301041731417,0.0,4.227552273794599,0.0,,,,,,,,,,,,
olympiadbench-115,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-4.0,1.0,4.0,0.0,0.0,0.0,-1.0000000000000002,0.0,11.436879634795815,0.0,,,,,,,,,,,,
olympiadbench-124,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-8.0,0.0,8.0,0.0,4.0,0.0,-0.454719348295414,0.0,12.309382125394968,0.0,,,,,,,,,,,,
olympiadbench-133,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-22.0,0.0,22.0,1.0,12.0,1.0,-0.07678551383335429,0.0,6.675398628727388,0.0,,,,,,,,,,,,
olympiadbench-144,processbench,olympiadbench,olympiadbench,Llama-3.1-8B-Instruct,,0,final_answer_correct,False,False,,-9.0,0.0,9.0,0.0,3.0,0.0,-0.1930924255557433,0.0,5.323323079931178,0.0,,,,,,,,,,,,
