umap_x,umap_y,target,id,subject,exit_status,final_answer_correct,is_correct
6.8887267,-2.81877,1,078d0957-0a51-46be-b820-da8f749b30b5,chemistry,,,True
5.7506332,-2.954823,0,4ee82eb3-a457-42c5-9c62-5730d41f67a6,biology,,,False
10.842945,-4.648609,0,dcfa830a-3f87-43eb-9ec7-6649fcdd0473,biology,,,False
6.454331,-3.805495,1,ecb58594-7fd9-4a94-b799-0f1c13acb752,chemistry,,,True
9.683628,-3.491877,0,0a1877af-e331-40b9-b9a3-c1a06dd51ec5,biology,,,False
6.2067857,-6.3369837,1,239c543b-7543-445a-b492-89c994b9ba7c,physics,,,True
11.528846,-3.9346259,0,1c77dfab-266d-40d4-b3a0-2c27f0b32139,physics,,,False
8.108076,-2.829479,0,f8b3f2c7-7747-42d9-85bb-f8b370cc50e9,chemistry,,,False
8.480761,-5.3162694,1,11c1fcc0-bcad-4507-951b-550e19f1e2aa,physics,,,True
6.473283,-5.8015027,1,4a737e9f-5afd-4a14-a17b-c468cda1a8bb,chemistry,,,True
6.607753,-4.8331685,0,1875e781-bd89-4528-8bc3-94b7b436402f,chemistry,,,False
6.567247,-2.6150887,1,22f5a060-b2ba-4d68-8ad1-cbcbd58a788e,chemistry,,,True
5.9507027,-3.940255,1,f040ed81-6802-4359-beff-42e319c1b0f1,chemistry,,,True
8.140855,-4.5888643,0,8b695bb3-ea3c-4372-9222-9f0b79a68b6c,biology,,,False
5.77023,-6.34245,0,3d762ba1-3958-453b-b34e-fe24c2822994,chemistry,,,False
10.977295,-4.8638787,0,7c94f50a-0896-450f-8d55-00c98aca5158,chemistry,,,False
10.9512205,-3.4633858,0,a1e4e236-3b97-4c36-9cc3-a1711073631e,biology,,,False
5.687003,-5.0067964,1,eec8840a-2d00-4e70-b043-0da51bd1b288,chemistry,,,True
6.6800313,-2.5938075,1,84b13a21-19c8-47a2-8661-a1b59f1062f5,chemistry,,,True
9.974033,-4.3538275,0,e2aee1ae-6baa-4d30-a409-e0fc9c90f1fb,chemistry,,,False
6.0476036,-5.771288,1,70929247-a356-4a12-8534-49fd885f0c3e,physics,,,True
6.3041606,-4.430879,1,6646019d-bda1-4b1c-83ac-7953e853effd,physics,,,True
7.1720886,-2.384438,1,23cb57a5-1c57-4f6e-8205-7ffb6116a16a,chemistry,,,True
7.7117176,-5.8266673,1,19962a30-eaf9-4b7e-86c7-17c02cdb01bd,physics,,,True
5.692717,-5.487291,1,af36a1cb-5949-4385-93a0-1f875500c34a,biology,,,True
11.304457,-4.29893,0,783fc5fc-cf8a-44be-9c48-3b8f86e96720,chemistry,,,False
7.817936,-3.2203188,1,b188cad8-92b9-4c72-98a2-b78e04b764f1,chemistry,,,True
8.604915,-3.597788,1,6681ea07-9b3a-4a71-9b31-a88212189f27,chemistry,,,True
8.0766735,-2.4738607,1,4195adea-9fa5-4f25-91ef-ebd6c57cfb88,physics,,,True
7.7324953,-5.9105916,0,bdb3fc5f-9374-4e37-9af9-6036e3e29093,physics,,,False
5.8408713,-3.3811562,0,85b4f862-d881-4a79-8c5d-3e927b486b71,chemistry,,,False
10.791646,-4.9529443,0,09d32726-331e-4c45-98f4-b01a913bb623,chemistry,,,False
8.620049,-2.8166683,0,f3ba1aae-2fc3-4d9b-a5a3-42bb91de4d7d,physics,,,False
6.8362246,-3.0548537,1,36c373f1-468f-4bba-a8d9-5a73a3be5876,chemistry,,,True
6.20774,-3.6562505,1,4225f097-0cee-4e43-b5b9-6efbab4c3447,physics,,,True
5.5958295,-3.628483,1,90ddb7c3-4bf1-43b6-820a-c89f3858781a,biology,,,True
10.322676,-4.151529,0,896bb6e5-d69d-4e9c-9f57-e86b485fd2cf,chemistry,,,False
5.5946536,-2.8047514,0,e1b0b588-915d-46ad-990e-ba5aa554053e,physics,,,False
5.723741,-6.270268,0,5c97845c-c039-48d8-abcf-703afc476b98,physics,,,False
10.897563,-3.2470405,0,d50f3722-14fb-485a-a417-ed6ae79f3c07,physics,,,False
11.287638,-3.416459,0,c330f0d8-a6ff-4ddd-940c-4d263df8bea6,chemistry,,,False
7.3397346,-4.92056,0,f4681d73-b08d-450c-89d3-85b9d1250419,physics,,,False
6.7297215,-6.1129656,0,677d66f3-b5f3-432d-bb04-2a8807d5491f,chemistry,,,False
10.553888,-3.5361137,0,431c9b49-2795-4750-ae7b-ae9f1450cb4e,chemistry,,,False
10.733244,-3.6811829,0,676e50c1-cea4-4361-81e1-d4409a23422c,biology,,,False
5.6562333,-2.7408571,0,f7b49518-6e84-44e3-9480-4cf91d149702,biology,,,False
10.914372,-4.260013,0,0eb69a4c-0774-46b6-87dd-6686f639b7fa,chemistry,,,False
6.111382,-3.379934,1,eeb31abb-41cb-4fe6-9864-f98fdcef338d,biology,,,True
5.794158,-2.3024836,1,4842f95d-b84a-4ff4-8165-64fc7bfcf00d,chemistry,,,True
6.605801,-4.339661,1,ee749fc0-8faa-45f7-881b-b5703b1a4b01,chemistry,,,True
6.301983,-3.1857445,0,fcbd76ad-1b45-4f40-ad9d-d2bc5016f02c,biology,,,False
8.232636,-4.8171005,0,e2bef5ee-c2ee-4704-b52a-63bb2e7aea7a,physics,,,False
5.899906,-6.5325727,1,bb0539ef-d9fd-4215-bf16-b0eca44a8778,physics,,,True
6.191164,-5.7073607,1,6e9aca19-46c4-46ea-9643-86b138e8f2f5,physics,,,True
6.685198,-2.1331446,0,319ae242-19fc-4542-b75a-d32b325ea923,chemistry,,,False
7.969755,-4.454637,0,7e32b7a6-9340-4a41-8c1f-89a0a91a6d3f,biology,,,False
10.901157,-3.0371892,0,4adee97f-5a2a-42f4-9152-ca7bbd9b4148,chemistry,,,False
6.7683024,-6.1894975,1,16318af5-cfa6-4b2c-bf25-9eb3ac468b48,physics,,,True
6.714003,-5.467984,1,50f7d1e4-51bd-4013-a570-a02988ca3aa2,chemistry,,,True
11.166898,-3.4676225,0,a6176b58-f026-4fbc-9301-28190a36879c,chemistry,,,False
7.8880873,-5.6138296,1,516da073-8d2a-4db5-a739-c752655ec14c,physics,,,True
7.5873585,-3.747472,1,218df0c2-18db-495f-8c53-eb6758feaff2,physics,,,True
10.348788,-3.6922805,0,e5e3780b-d0a6-4a42-b468-2b196bfe4663,physics,,,False
7.79278,-2.6955369,1,8f121749-9809-45f1-bcb8-7118ccb5d4cc,chemistry,,,True
10.569343,-4.3402967,0,1b340ded-5f04-4f7f-b8ca-d0887b292332,biology,,,False
8.345289,-2.7841945,1,20fcf049-b356-45cf-83d8-833f280ee107,physics,,,True
9.680584,-4.6971216,1,0ea11f5b-df09-4330-92cc-302a63c22008,physics,,,True
8.413472,-2.6177545,0,0f13c295-7991-43dc-a79f-d8f3d3fc0d57,chemistry,,,False
7.780823,-3.6216793,0,ae667a28-9659-4f33-a51e-7a19f133e111,physics,,,False
9.818556,-3.3249807,0,2db1b6e6-c019-4ce3-9b53-2292f7b2c38c,physics,,,False
5.508533,-5.743635,1,adadda00-bef8-417d-97d6-cfd9dec33cba,chemistry,,,True
6.890908,-2.2316442,1,a74ccc5b-fd37-49fa-b784-871dbcc41e9e,chemistry,,,True
8.290625,-4.5922885,0,fec1882e-053d-458a-a628-106fbb843235,chemistry,,,False
11.461589,-4.149634,0,824508b0-030f-4ed6-a642-c1dcf2ab15d7,biology,,,False
8.142933,-4.7055793,0,af50243e-3a60-4460-9536-f9a02c4f8eb8,physics,,,False
5.553698,-4.667832,1,94c55a69-1e8d-4934-ae59-2cf0401e1b01,physics,,,True
7.95625,-4.08706,0,8be6ce44-a0c8-4636-80ca-2667dcc9d2af,chemistry,,,False
5.4526067,-5.4106207,0,f88cc0c0-2ca6-4cb0-bd1e-a37ddcf11294,physics,,,False
11.070151,-3.0056238,0,4c2bdcf2-82c0-4190-b2fc-9696d2ef499a,biology,,,False
9.82136,-3.9199903,0,845a3693-c660-4446-bae5-6c38bc75e6fd,chemistry,,,False
11.525542,-4.240457,0,60ff38cc-fb55-4c3c-b75c-f59dde5de0c3,physics,,,False
6.003376,-2.231513,0,441c416a-8f5e-431c-9675-faeac34ff290,chemistry,,,False
8.258785,-5.703632,0,afb2ebc7-421e-4e61-8073-7c4393aa9855,physics,,,False
5.5226464,-2.4146333,1,b75893ef-5c56-4d43-9ae1-8c9caaf32ee2,chemistry,,,True
7.4791303,-4.907799,0,4f1cf869-3ea3-400c-8fa3-e4d3f6fe1cdf,physics,,,False
5.9529443,-5.2187104,1,1dba0086-bca8-4b25-8843-e6e428f9284d,physics,,,True
8.374368,-5.6290736,1,84bba88d-2aee-4fcb-baab-4c6eea17b0d8,physics,,,True
7.8025856,-4.5779047,0,f9fdb988-7a10-4510-a8ab-d011e663be3f,physics,,,False
7.026783,-4.230228,0,91a30120-36ab-425f-961f-3dee779b0021,chemistry,,,False
7.3124213,-5.8535824,1,710c1336-0995-4d45-bfea-48ff475f255f,physics,,,True
7.85077,-5.834322,1,8a983c4c-070e-45b1-b2ce-300c7a68feb6,physics,,,True
11.139069,-4.692685,0,bc82c611-4407-4da9-8444-48dbf08d0bbf,physics,,,False
8.354505,-3.2391798,0,b818c26a-1311-482d-8c4e-bde09ef34a05,chemistry,,,False
11.299304,-3.8863866,0,0b946e4d-8fc8-4f65-85dc-8fb7fd227a96,biology,,,False
10.576488,-3.9186764,0,bf7d23f3-0cf6-4d36-868f-1e3a89f688ea,physics,,,False
8.844636,-3.022654,0,222e24bf-14d4-4660-a5dd-01b2b3528cfa,physics,,,False
5.5119667,-5.9680767,1,b36273bb-c098-4037-90cc-cfd05cbe5bb9,chemistry,,,True
7.41536,-3.9367,0,0949d931-d0ad-4146-86e7-ef725919e3de,chemistry,,,False
10.609597,-4.801642,0,cfcfcb2d-4ec8-42df-9b19-b6c840d5dea4,biology,,,False
5.923994,-6.2006564,1,cb11faa6-e12a-4621-9fa7-f6f4b11a9300,physics,,,True
10.338996,-4.1743345,0,30a44280-a888-42bf-913a-208aa47c8772,biology,,,False
5.671567,-6.060065,1,cc251e69-6a32-4ed7-9315-beee80404866,chemistry,,,True
6.665674,-6.273625,0,111d5872-2705-42c0-8df4-0fb386ba7084,biology,,,False
10.666439,-4.748626,0,163a8ed3-8fc0-492f-bd91-37ef359bec8a,biology,,,False
9.771321,-4.2098446,0,70c1246f-0a17-4f59-84a2-3699aa395d4d,physics,,,False
5.7060905,-6.3164663,1,469cc7c7-ae71-4ea2-bc13-3af3770fd8da,chemistry,,,True
5.9419274,-3.0035522,1,1510d6bd-6785-456d-8988-b9382a3aef9c,biology,,,True
7.407143,-5.976717,1,20daab54-df1b-4006-a544-7198daee7847,physics,,,True
6.7099824,-2.7479546,1,1440c195-fba2-48dc-a03d-7b9420891daf,chemistry,,,True
7.537176,-4.513906,0,5ef8b29d-7665-45e6-a26a-bd4a27f450ad,chemistry,,,False
8.8762,-4.2707763,0,0744af3b-0249-4cbb-978a-a8595f8f9672,chemistry,,,False
6.4337435,-5.9597907,0,69bd11e8-5f96-45dc-8123-b9d800101430,physics,,,False
10.767212,-4.322954,0,b93b8a19-eaca-4495-946f-ba4b73e481c8,biology,,,False
7.7906547,-2.3497167,0,079657b3-e215-4944-8a67-8bb5347e4f15,chemistry,,,False
9.208479,-4.3806896,0,cfa05761-b488-4491-9f77-8854ece1cf98,physics,,,False
11.049775,-3.385357,0,44a8a9e1-5336-4f37-bfbf-c76fbc7ad1dc,biology,,,False
9.697817,-2.9699852,0,7fbca2d0-9e5c-48f8-953c-acab7e25598c,physics,,,False
5.7260985,-3.025071,1,a2d2c8a2-86ef-49a6-9e56-804cbb89c848,chemistry,,,True
6.491813,-4.360527,1,27c865e6-1c87-489b-b7ea-b197fe3356ba,physics,,,True
9.146083,-5.121235,0,1ca773ca-3f07-4426-8086-d1f3591cdf5f,biology,,,False
5.8958073,-5.980443,1,fbec81f3-a103-43e1-b4a8-bb2487cc24e8,chemistry,,,True
9.767158,-3.47023,0,1a5d24e0-9af4-4b36-98d1-2845df696d90,physics,,,False
8.58446,-3.6621566,1,ea576eec-eb50-4d75-9849-ccd4c83a15fe,chemistry,,,True
6.4891768,-2.6917183,1,57390923-7cfd-4adf-8d0b-33c5791f6e51,chemistry,,,True
10.504316,-4.124463,0,8fac71ae-1f4a-4edd-9f0d-88a443912a04,physics,,,False
10.093067,-3.1530857,0,3182a1e3-e9ad-4d4b-8ef8-de88a9f811b8,physics,,,False
7.150799,-6.2499113,1,f398c3ad-6cff-45b1-a21d-5ce963db75aa,physics,,,True
11.621836,-3.9739625,0,d3acd2cb-8477-4630-b8bb-b4bc22670dc8,physics,,,False
8.368632,-4.3716655,0,a466aab3-82ae-4890-94dc-7fd11df89c0f,biology,,,False
5.523592,-5.205986,1,422512ca-5a0c-4a23-b987-7fa2eb2024e6,physics,,,True
8.1063385,-3.0124493,0,d9a6df63-9cdc-41c0-980b-ddc78275bf91,biology,,,False
11.603263,-3.876803,0,9c098058-e720-4a0b-8fc5-62fb27aade25,biology,,,False
8.6534,-4.408979,0,790baca4-d2d8-4acb-8494-91adf77e026b,physics,,,False
5.6531467,-4.495504,0,1eca2503-b141-4f9f-ab10-e27d272c93b0,biology,,,False
10.899221,-5.1447024,0,3f380f88-7221-4320-a168-348d9a77db2e,physics,,,False
5.6821723,-5.8688726,1,62dc1c65-0200-41d8-91fd-aa3c606e46cc,physics,,,True
6.0498433,-2.915662,1,ff4a744b-45ac-46d9-b0ba-6461a71e278a,chemistry,,,True
8.2544565,-4.1539164,0,328c6a47-15d7-470e-99f5-73e468634614,physics,,,False
10.639737,-3.0087435,0,1567b1bb-e3e5-44e5-abb8-b58e2626f468,chemistry,,,False
7.301822,-4.5087337,0,f10254b9-f0a1-407f-8af9-3169e23eee5e,physics,,,False
5.675826,-3.6004844,1,953ba4b1-94ae-42ac-9621-408386bc382b,physics,,,True
9.305403,-3.7494128,0,4525a8e7-9e13-47c9-8b87-c0a97ebd355e,biology,,,False
7.60055,-4.6293654,0,c982b5bc-0fb8-4f12-94fa-f05715209ead,chemistry,,,False
5.7513866,-4.950198,1,dbe975d5-c431-4d73-8f7c-f8bba77ea458,physics,,,True
6.25628,-5.9283733,1,d1cec1fb-13bb-475a-b2f1-956db5ef3b77,physics,,,True
6.576586,-5.6857924,1,b90fc8dc-2fca-4ff7-9c9f-a2e6a0ac7812,physics,,,True
7.222956,-2.5820994,1,f12a8706-3ddd-4255-9234-0655babceb8e,chemistry,,,True
8.710001,-4.545814,0,dcc38501-c38e-4a8e-a069-1a401d6432c0,physics,,,False
6.4997663,-2.2469778,0,f44b0903-1c29-44a5-9f9b-b6ccdd164e1c,chemistry,,,False
8.225143,-4.5963106,0,af50243e-3a60-4460-9536-f9a02c4f8eb8,physics,,,False
7.960009,-4.204998,0,aeaa8d2c-fcb9-423f-b1c0-ac9c122999e6,physics,,,False
10.63766,-3.2654777,0,9557097c-9285-46d9-b1fc-51a256d87913,physics,,,False
10.23583,-3.5155656,0,2d0a5720-a17d-4886-877d-ee910ea9626a,chemistry,,,False
