id,dataset,run_slug,subject,generator,model,target,target_label,is_correct,final_answer_correct,exit_status,premature_exit_score,premature_exit_flag,rambling_overlong_score,rambling_overlong_flag,thrashing_score,thrashing_flag,no_commitment_score,no_commitment_flag,derailment_late_score,derailment_late_flag,answer_drift_score,answer_drift_flag,answer_meandering_score,answer_meandering_flag,answer_volatility_score,answer_volatility_flag,answer_uncommitted_score,answer_uncommitted_flag,answer_overrange_score,answer_overrange_flag,truncation_abort_score,truncation_abort_flag
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted (exit_context),-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,1.0,1.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted (exit_context),-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,1.0,1.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted (exit_context),-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,1.0,1.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted (exit_context),-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,1.0,1.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,0.0,0.0
AnalogJ__lexicon-336,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted (exit_context),-20.0,1.0,20.0,0.0,12.0,1.0,-0.06342157664083035,1.0,0.2071432099677689,0.0,,,,,,,,,,,1.0,1.0
Azure__azure-functions-python-worker-890,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-14.0,1.0,14.0,0.0,8.0,0.0,-0.07760367019339655,1.0,0.1983529828480285,0.0,,,,,,,,,,,0.0,0.0
Azure__azure-functions-python-worker-890,swe-agent-trajectories,model-all_steps-50,swe-agent-llama-70b,swe-agent-llama-70b,,0,final_answer_correct,False,False,submitted,-14.0,1.0,14.0,0.0,8.0,0.0,-0.07760367019339655,1.0,0.1983529828480285,0.0,,,,,,,,,,,0.0,0.0
