id,subject,failure_type,true_step_index,step_index,target,n_steps,step_pos,remaining_steps,slod_value,slod_centered,slod_from_start,slod_to_end,delta_prev,delta_next,abs_delta_prev,abs_delta_next,curvature,fall_from_peak,rebound_from_trough,is_peak_so_far,is_trough_so_far,reasoning_range,reasoning_monotonicity,reasoning_total_variation,reasoning_direction_changes,reasoning_curvature_abs_mean,reasoning_n_chunks,reasoning_peak_pos,reasoning_trough_pos,fold,prob_responsible
SmolAgents/001,Math,Planning Hallucination,0,0,1,3,0.0,2.0,4.888757890272686,4.8887578902726885,0.0,-7.333136835409032,0.0,-7.333136835409032,0.0,7.333136835409032,-7.333136835409032,0.0,0.0,1.0,1.0,7.333136835409032,1.0,7.333136835409032,0,0.04288384114274314,3,0.0,0.5263157894736842,0,0.8994235227131988
SmolAgents/001,Math,Planning Hallucination,0,1,0,3,0.5,1.0,-2.4443789451363465,-2.4443789451363442,-7.333136835409032,0.0,-7.333136835409032,0.0,7.333136835409032,0.0,7.333136835409032,7.333136835409032,0.0,0.0,1.0,7.333136835409032,1.0,7.333136835409032,0,0.04288384114274314,3,0.0,0.5263157894736842,0,0.47420836723665216
SmolAgents/001,Math,Planning Hallucination,0,2,0,3,1.0,0.0,-2.4443789451363465,-2.4443789451363442,-7.333136835409032,0.0,0.0,0.0,0.0,0.0,0.0,7.333136835409032,0.0,0.0,1.0,7.333136835409032,1.0,7.333136835409032,0,0.04288384114274314,3,0.0,0.5263157894736842,0,0.7509739976704819
SmolAgents/002,Science,Reasoning Hallucination,6,0,0,7,0.0,6.0,2.389002254468661,3.817527164020386,0.0,-0.44638820308219707,0.0,-9.637989144213346,0.0,9.637989144213346,-9.637989144213346,0.0,0.0,1.0,1.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.5952246206234315
SmolAgents/002,Science,Reasoning Hallucination,6,1,0,7,0.16666666666666666,5.0,-7.248986889744685,-5.8204619801929605,-9.637989144213346,9.19160094113115,-9.637989144213346,6.971682267458704,9.637989144213346,6.971682267458704,16.60967141167205,9.637989144213346,0.0,0.0,1.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.5437105370361495
SmolAgents/002,Science,Reasoning Hallucination,6,2,0,7,0.3333333333333333,4.0,-0.27730462228598185,1.1512202872657429,-2.6663068767546427,2.2199186736724457,6.971682267458704,-4.4854459597679295,6.971682267458704,4.4854459597679295,-11.457128227226633,2.6663068767546427,6.971682267458704,0.0,0.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.4194301533369243
SmolAgents/002,Science,Reasoning Hallucination,6,3,0,7,0.5,3.0,-4.762750582053911,-3.3342256725021864,-7.151752836522572,6.705364633440375,-4.4854459597679295,4.854991170047125,4.4854459597679295,4.854991170047125,9.340437129815054,7.151752836522572,2.486236307690774,0.0,0.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.32983557870488883
SmolAgents/002,Science,Reasoning Hallucination,6,4,0,7,0.6666666666666666,2.0,0.09224058799321355,1.5207654975449383,-2.2967616664754473,1.8503734633932503,4.854991170047125,-2.226729754619047,4.854991170047125,2.226729754619047,-7.081720924666172,2.2967616664754473,7.341227477737899,0.0,0.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.4353840108389574
SmolAgents/002,Science,Reasoning Hallucination,6,5,0,7,0.8333333333333334,1.0,-2.1344891666258334,-0.7059642570741087,-4.523491421094494,4.077103218012297,-2.226729754619047,4.077103218012297,2.226729754619047,4.077103218012297,6.303832972631344,4.523491421094494,5.114497723118852,0.0,0.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.5252662506433813
SmolAgents/002,Science,Reasoning Hallucination,6,6,1,7,1.0,0.0,1.9426140513864638,3.3711389609381888,-0.44638820308219707,0.0,4.077103218012297,0.0,4.077103218012297,0.0,-4.077103218012297,0.44638820308219707,9.19160094113115,0.0,0.0,9.130726557675802,0.01625755178860021,27.457283168256875,5,0.891101590631777,7,0.0,0.15789473684210525,1,0.5395098956233717
